id,WisMDW200704050
info,visteam,PeoMDW
info,hometeam,WisMDW
info,date,2007/04/05
start,501865,Matt Camp,0,1,4
start,444566,Valerio Heredia,0,2,8
start,453341,Joshua Lansford,0,3,5
start,444453,Russell Canzler,0,4,3
start,448293,Alfred Joseph,0,5,7
start,445175,Yusuf Carter,0,6,9
start,489004,Dylan Johnston,0,7,6
start,453183,DJ Lewis,0,8,10
start,456078,Welington Castillo,0,9,2
start,453253,William Muldowney,0,0,1
start,501799,Gavin Dickey,1,1,8
start,508892,Carlos Triunfel,1,2,6
start,471897,Gregory Halman,1,3,9
start,462973,Gerardo Avila,1,4,3
start,499926,Alex Liddi,1,5,5
start,493101,Kuo Hui Lo,1,6,7
start,511628,Kalian Sams,1,7,10
start,468475,Jair Fernandez,1,8,2
start,451715,Luis Nunez,1,9,4
start,493564,Ricky Orta,1,0,1
sub,448771,Andrew Barb,1,0,1
play,5,0,444453,,,W
play,5,0,448293,,,7/F,80.32,125.50
play,5,0,445175,,,SB2;1-3(E4)(E4)
play,5,0,445175,,,WP.3-H
play,5,0,445175,,,53/G,108.43,184.74
play,5,0,489004,,,K
play,5,1,508892,,,S9/L,164.66,132.53
play,5,1,471897,,,SB2;1-3(E2)(E2/TH)
play,5,1,471897,,,7/SF.3-H,76.31,117.47
play,5,1,462973,,,K
play,5,1,499926,,,K
play,6,0,453183,,,63/G,116.47,172.69
play,6,0,456078,,,NP
sub,455393,Ogui Diaz,1,2,6
play,6,0,456078,,,W
play,6,0,501865,,,S8/L.1-2,126.51,121.49
play,6,0,444566,,,K+WP.1-2;2-3
play,6,0,453341,,,63/G,116.47,168.67
play,6,1,493101,,,NP
sub,456150,Marco Carrillo,0,0,1
play,6,1,493101,,,K
play,6,1,511628,,,S7/L,85.34,130.52
play,6,1,468475,,,53/SH.1-2,109.44,184.74
play,6,1,451715,,,S9/G.2-H;B-2,163.65,127.51
play,6,1,501799,,,13/G,122.49,191.77
play,7,0,444453,,,NP
sub,502075,Justin Souza,1,0,1
play,7,0,444453,,,9/F,180.72,127.51
play,7,0,448293,,,K
play,7,0,445175,,,S9/L,166.67,130.52
play,7,0,489004,,,PO1(E?).1-3
play,7,0,489004,,,S4/G.3-H,141.57,171.69
play,7,0,453183,,,CS2
play,7,1,455393,,,43/G,146.59,174.70
play,7,1,471897,,,K
play,7,1,462973,,,W
play,7,1,499926,,,WP.1-2
play,7,1,499926,,,K
play,8,0,453183,,,9/F,167.67,120.48
play,8,0,456078,,,4/P,135.54,175.70
play,8,0,501865,,,E6
play,8,0,444566,,,53/G,109.44,186.75
play,8,1,493101,,,K
play,8,1,511628,,,S6/G.BX2(24),111.45,171.69
play,8,1,468475,,,W
play,8,1,451715,,,K
play,9,0,453341,,,NP
sub,452248,Rollie Gibson,1,0,1
play,9,0,453341,,,3/PF,190.76,193.78
play,9,0,444453,,,E5/TH
play,9,0,448293,,,S9/G.1-2,157.63,136.55
play,9,0,445175,,,K
play,9,0,489004,,,K
play,9,1,501799,,,NP
sub,502533,Jeremy Papelbon,0,0,1
play,9,1,501799,,,43/G,140.56,169.68
play,9,1,455393,,,K
play,9,1,471897,,,K
id,WisMDW200704101
info,visteam,CliMDW
info,hometeam,WisMDW
info,date,2007/04/10
start,502226,Craig Gentry,0,1,8
start,474986,David Peterson,0,2,4
start,501913,Chad Tracy,0,3,2
start,450855,Mauro Gomez,0,4,3
start,488903,Grant Gerrard,0,5,9
start,457800,John Whittleman,0,6,5
start,459759,Thomas Berkery,0,7,10
start,448290,K. C. Herren,0,8,7
start,502017,Marcus Lemon,0,9,6
start,446542,Broc Coffman,0,0,1
start,501799,Gavin Dickey,1,1,8
start,508892,Carlos Triunfel,1,2,6
start,471897,Gregory Halman,1,3,9
start,511628,Kalian Sams,1,4,10
start,499926,Alex Liddi,1,5,5
start,462973,Gerardo Avila,1,6,3
start,493101,Kuo Hui Lo,1,7,7
start,468475,Jair Fernandez,1,8,2
start,451715,Luis Nunez,1,9,4
start,460008,Anthony Varvaro,1,0,1
play,1,0,502226,,,53/G,102.41,176.71
play,1,0,474986,,,S6/G,117.47,175.70
play,1,0,501913,,,K+CS2
play,1,1,501799,,,13/G,135.54,196.79
play,1,1,508892,,,K
play,1,1,471897,,,9/F,171.69,119.48
play,2,0,450855,,,S8/L,124.50,110.44
play,2,0,488903,,,K
play,2,0,457800,,,8/F,118.47,106.43
play,2,0,459759,,,S9/F.1-3,172.69,146.59
play,2,0,448290,,,WP.1-2
play,2,0,448290,,,WP.2-3;3-H
play,2,0,448290,,,43/G,141.57,173.69
play,2,1,511628,,,13/G,124.50,190.76
play,2,1,499926,,,4/L,137.55,169.68
play,2,1,462973,,,K
play,3,0,502017,,,3/G,144.58,177.71
play,3,0,502226,,,S7/L,77.31,129.52
play,3,0,474986,,,S6/G.1-3,121.49,159.64
play,3,0,501913,,,43/G.1-2;3-H,141.57,170.68
play,3,0,450855,,,S9/L.2-H,153.61,136.55
play,3,0,488903,,,S8/L.1-H;B-2,126.51,118.47
play,3,0,457800,,,S9/L.2-H,159.64,143.57
play,3,0,459759,,,NP
sub,452248,Rollie Gibson,1,0,1
play,3,0,459759,,,SB2
play,3,0,459759,,,W+WP.2-3
play,3,0,448290,,,POCS2(136);3-H
play,3,1,493101,,,K
play,3,1,468475,,,13/G,116.47,188.76
play,3,1,451715,,,E5
play,3,1,501799,,,4/P,133.53,170.68
play,4,0,448290,,,K
play,4,0,502017,,,43/G,136.55,169.68
play,4,0,502226,,,S7/G,79.32,136.55
play,4,0,474986,,,WP.1-2
play,4,0,474986,,,K
play,4,1,508892,,,S6/G,107.43,168.67
play,4,1,471897,,,K
play,4,1,511628,,,K
play,4,1,499926,,,K
play,5,0,501913,,,NP
sub,444433,Steven Uhlmansiek,1,0,1
play,5,0,501913,,,S8/L,126.51,124.50
play,5,0,450855,,,FC4/G.1X2(46);B-1,142.57,168.67
play,5,0,488903,,,D8/F.1-H,154.62,64.26
play,5,0,457800,,,PB.2-3
play,5,0,457800,,,PB.3-H
play,5,0,457800,,,7/F,76.31,125.50
play,5,0,459759,,,W
play,5,0,448290,,,31/G,139.56,178.71
play,5,1,462973,,,K23
play,5,1,493101,,,63/G,115.46,171.69
play,5,1,468475,,,D7/F,44.18,105.42
play,5,1,451715,,,S7/G.2-H,74.30,132.53
play,5,1,501799,,,43/G,140.56,173.69
play,6,0,502017,,,8/F,122.49,104.42
play,6,0,502226,,,W
play,6,0,474986,,,S6/G.1-3(E6)(E6/TH);B-2,111.45,172.69
play,6,0,501913,,,6/P,104.42,159.64
play,6,0,450855,,,W
play,6,0,488903,,,6/P,83.33,134.54
play,6,1,508892,,,NP
sub,444997,Brett Zamzow,0,0,1
play,6,1,508892,,,9/F,172.69,110.44
play,6,1,471897,,,9/F,181.73,107.43
play,6,1,511628,,,63/G,116.47,172.69
play,7,0,457800,,,NP
sub,448771,Andrew Barb,1,0,1
play,7,0,457800,,,K
play,7,0,459759,,,K
play,7,0,448290,,,7/F,73.29,125.50
play,7,1,499926,,,NP
sub,503030,Jared Locke,0,0,1
play,7,1,499926,,,K
play,7,1,462973,,,E4
play,7,1,493101,,,64(1)3/GDP/G6,109.44,167.67
id,WisMDW200704102
info,visteam,CliMDW
info,hometeam,WisMDW
info,date,2007/04/10
start,502226,Craig Gentry,0,1,8
start,473248,Jose Vallejo,0,2,4
start,501913,Chad Tracy,0,3,10
start,450855,Mauro Gomez,0,4,3
start,488903,Grant Gerrard,0,5,9
start,457800,John Whittleman,0,6,5
start,444489,Manuel Pina,0,7,2
start,457079,Truan Mehl,0,8,7
start,502017,Marcus Lemon,0,9,6
start,453040,Michael Ballard,0,0,1
start,455393,Ogui Diaz,1,1,4
start,508892,Carlos Triunfel,1,2,6
start,471897,Gregory Halman,1,3,8
start,511628,Kalian Sams,1,4,9
start,499926,Alex Liddi,1,5,5
start,493101,Kuo Hui Lo,1,6,7
start,468381,Leury Bonilla,1,7,10
start,445049,Andy Hargrove,1,8,3
start,471179,Juan Beltran,1,9,2
start,453042,Robert Harmon,1,0,1
play,1,0,502226,,,53/G,106.43,182.73
play,1,0,473248,,,W
play,1,0,501913,,,4(B)43(1)/LDP,137.55,167.67
play,1,1,455393,,,S6/G,113.45,168.67
play,1,1,508892,,,S9/L.1-3,150.60,143.57
play,1,1,471897,,,K
play,1,1,511628,,,CSH;.1-2
play,1,1,511628,,,K
play,2,0,450855,,,63/G,108.43,164.66
play,2,0,488903,,,W
play,2,0,457800,,,S9/L.1-2,159.64,149.60
play,2,0,444489,,,63/G.1-2;2-3,103.41,164.66
play,2,0,457079,,,D7/G.2-H;3-H,42.17,112.45
play,2,0,502017,,,S7/G.2-H;B-2,83.33,129.52
play,2,0,502226,,,HP
play,2,0,473248,,,WP.1-2;2-3
play,2,0,473248,,,PB.2-3;3-H
play,2,0,473248,,,S7/G.3-H,80.32,130.52
play,2,0,501913,,,FC5/G.1X2(54),103.41,183.73
play,2,1,499926,,,W
play,2,1,493101,,,W.1-2
play,2,1,468381,,,K
play,2,1,445049,,,5(2)3/G5/GDP,103.41,185.74
play,3,0,450855,,,63/G,113.45,168.67
play,3,0,488903,,,K
play,3,0,457800,,,D8/L,162.65,83.33
play,3,0,444489,,,NP
sub,502532,Joseph Kantakevich,1,0,1
play,3,0,444489,,,53/G,105.42,177.71
play,3,1,471179,,,K
play,3,1,455393,,,K
play,3,1,508892,,,7/F,80.32,128.51
play,4,0,457079,,,S5/BG,112.45,193.78
play,4,0,502017,,,PO1(E?).1-2
play,4,0,502017,,,K
play,4,0,502226,,,K23.2-3
play,4,0,473248,,,K
play,4,1,471897,,,4/L,139.56,165.66
play,4,1,511628,,,K
play,4,1,499926,,,63/G,111.45,167.67
play,5,0,501913,,,NP
sub,502264,Nathan Adcock,1,0,1
play,5,0,501913,,,K23
play,5,0,450855,,,9/F,171.69,120.48
play,5,0,488903,,,W
play,5,0,457800,,,WP.1-2
play,5,0,457800,,,W
play,5,0,444489,,,E5.1-3;2-H
play,5,0,457079,,,NP
sub,502075,Justin Souza,1,0,1
play,5,0,457079,,,T9/F.1-H;3-H,214.86,100.40
play,5,0,502017,,,D7/G.3-H,36.14,110.44
play,5,0,502226,,,43/G,136.55,181.73
play,5,1,493101,,,W
play,5,1,468381,,,K
play,5,1,445049,,,SB2;1-3(E2)(E2/TH)
play,5,1,445049,,,63/G.3-H,111.45,166.67
play,5,1,471179,,,9/F,189.76,112.45
play,6,0,473248,,,E3
play,6,0,501913,,,5/P,102.41,180.72
play,6,0,450855,,,S8/F.1-2,121.49,125.50
play,6,0,488903,,,WP.1-2;2-3
play,6,0,488903,,,S9/L.2-3;3-H,163.65,127.51
play,6,0,457800,,,3/G.1-2;3-H,148.59,185.74
play,6,0,444489,,,NP
sub,488913,Kevin Gossage,0,7,11
play,6,0,488913,,,K
play,6,1,455393,,,NP
sub,488913,Kevin Gossage,0,7,2
play,6,1,508892,,,NP
sub,446160,John Slusarz,0,0,1
play,6,1,455393,,,S7/F,87.35,134.54
play,6,1,508892,,,K
play,6,1,471897,,,WP.1-2
play,6,1,471897,,,K
play,6,1,511628,,,K
play,7,0,457079,,,NP
sub,463063,Natividad Dilone,1,0,1
play,7,0,457079,,,K23
play,7,0,502017,,,S9/L,159.64,143.57
play,7,0,502226,,,46(1)3/GDP/G4,137.55,176.71
play,7,1,499926,,,NP
sub,446167,Nathan Fogle,0,0,1
play,7,1,499926,,,31/G,148.59,180.72
play,7,1,493101,,,K
play,7,1,468381,,,4/P,142.57,155.62
id,WisMDW200704180
info,visteam,BelMDW
info,hometeam,WisMDW
info,date,2007/04/18
start,465713,Yancarlos Ortiz,0,1,6
start,501920,Brian Dinkelman,0,2,4
start,501979,Garrett Olson,0,3,5
start,454558,Johnny Woodard,0,4,3
start,501994,Joe Benson,0,5,8
start,476633,Chris Parmelee,0,6,9
start,448793,Daniel Berg,0,7,10
start,467806,Allan De San Miguel,0,8,2
start,445180,Danny Santiesteban,0,9,7
start,448752,Adam Hawes,0,0,1
start,455393,Ogui Diaz,1,1,4
start,451715,Luis Nunez,1,2,10
start,508892,Carlos Triunfel,1,3,6
start,471897,Gregory Halman,1,4,8
start,468381,Leury Bonilla,1,5,9
start,499926,Alex Liddi,1,6,5
start,471179,Juan Beltran,1,7,2
start,445049,Andy Hargrove,1,8,3
start,501799,Gavin Dickey,1,9,7
start,501957,Christopher Tillman,1,0,1
play,1,0,465713,,,D7/G,60.24,136.55
play,1,0,501920,,,4/P,132.53,169.68
play,1,0,501979,,,WP.2-3
play,1,0,501979,,,K
play,1,0,454558,,,S9/L.3-H;B-3(E9),164.66,140.56
play,1,0,501994,,,K
play,1,1,455393,,,63/G,120.48,161.65
play,1,1,451715,,,43/G,141.57,165.66
play,1,1,508892,,,43/G,132.53,171.69
play,2,0,476633,,,K
play,2,0,448793,,,63/G,110.44,169.68
play,2,0,467806,,,2/G,123.49,199.80
play,2,1,471897,,,53/G,99.40,185.74
play,2,1,468381,,,E1/TH.B-3
play,2,1,499926,,,23/G.3-H,125.50,202.81
play,2,1,471179,,,23/G,130.52,199.80
play,3,0,445180,,,3/G,144.58,181.73
play,3,0,465713,,,S8/L,124.50,129.52
play,3,0,501920,,,K+CS2
play,3,1,445049,,,K
play,3,1,501799,,,S3/BG,143.57,185.74
play,3,1,455393,,,S9/L.1-3,170.68,145.58
play,3,1,451715,,,CS2
play,3,1,451715,,,K23
play,4,0,501979,,,2/PF,125.50,227.91
play,4,0,454558,,,K
play,4,0,501994,,,K
play,4,1,508892,,,13/G,128.51,195.78
play,4,1,471897,,,K
play,4,1,468381,,,1/BP,124.50,192.77
play,5,0,476633,,,31/G,144.58,180.72
play,5,0,448793,,,8/F,120.48,112.45
play,5,0,467806,,,K
play,5,1,499926,,,K
play,5,1,471179,,,8/F,130.52,124.50
play,5,1,445049,,,S8/L,140.56,114.46
play,5,1,501799,,,K
play,6,0,445180,,,13/G,124.50,199.80
play,6,0,465713,,,K
play,6,0,501920,,,S7/G,88.35,148.59
play,6,0,501979,,,S9/G.1-H;B-2,87.35,148.59
play,6,0,454558,,,NP
sub,444433,Steven Uhlmansiek,1,0,1
play,6,0,501994,,,OA.2X3(26)
play,6,1,455393,,,W
play,6,1,451715,,,SB2
play,6,1,451715,,,W
play,6,1,508892,,,54/SH.1-2;2-3,102.41,179.72
play,6,1,471897,,,63/G.2-3;3-H,116.47,164.66
play,6,1,468381,,,43/G,134.54,165.66
play,7,0,454558,,,9/F,158.63,142.57
play,7,0,501994,,,9/F,150.60,148.59
play,7,0,476633,,,7/F,154.62,149.60
play,7,1,499926,,,NP
sub,503438,Robert Delaney,0,0,1
play,7,1,499926,,,K
play,7,1,471179,,,5/L,109.44,188.76
play,7,1,445049,,,53/G,103.41,183.73
play,8,0,448793,,,K
play,8,0,467806,,,K
play,8,0,445180,,,5/PF,94.38,194.78
play,8,1,501799,,,K
play,8,1,455393,,,31/G,142.57,179.72
play,8,1,451715,,,13/G,126.51,190.76
play,9,0,465713,,,NP
sub,463063,Natividad Dilone,1,0,1
play,9,0,465713,,,K
play,9,0,501920,,,HP
play,9,0,501979,,,64(1)3/GDP/G6,111.45,167.67
play,9,1,508892,,,9/FF,187.75,163.65
play,9,1,471897,,,K
play,9,1,468381,,,7/F,73.29,130.52
play,10,0,454558,,,K
play,10,0,501994,,,S7/G,86.35,151.61
play,10,0,476633,,,SB2
play,10,0,476633,,,WP.2-3
play,10,0,476633,,,W
play,10,0,448793,,,6(1)3/G6/GDP,120.48,164.66
play,10,1,499926,,,63/G,117.47,170.68
play,10,1,471179,,,8/F,122.49,116.47
play,10,1,445049,,,K
play,11,0,467806,,,NP
sub,448771,Andrew Barb,1,0,1
play,11,0,467806,,,NP
sub,471131,William Luque,0,8,11
play,11,0,471131,,,K
play,11,0,445180,,,E5
play,11,0,465713,,,3/G.1-2,140.56,183.73
play,11,0,501920,,,63/G,116.47,170.68
play,11,1,501799,,,NP
sub,458686,Gregory Yersich,0,8,2
play,11,1,455393,,,NP
sub,504347,Adam Revelette,0,0,1
play,11,1,501799,,,63/G,124.50,164.66
play,11,1,455393,,,S7/L,98.39,135.54
play,11,1,451715,,,S9/L.1-3,154.62,147.59
play,11,1,508892,,,IW.1-2
play,11,1,471897,,,S8/G.1-2;2-3;3-H
id,WisMDW200704270
info,visteam,ForMDW
info,hometeam,WisMDW
info,date,2007/04/27
start,471875,Javis Diaz,0,1,7
start,453245,Tom King,0,2,6
start,501986,Cedric Hunter,0,3,8
start,455107,Daryl Jones,0,4,3
start,472590,Rayner Contreras,0,5,5
start,501965,Kyler Burke,0,6,9
start,460042,Michael Campbell,0,7,10
start,459962,Brian Hernandez,0,8,2
start,460323,Jodam Rivera,0,9,4
start,446603,Aaron Breit,0,0,1
start,471897,Gregory Halman,1,1,8
start,451715,Luis Nunez,1,2,4
start,499926,Alex Liddi,1,3,3
start,451713,Carlos Peguero,1,4,10
start,511628,Kalian Sams,1,5,9
start,493101,Kuo Hui Lo,1,6,7
start,508892,Carlos Triunfel,1,7,6
start,468381,Leury Bonilla,1,8,5
start,468475,Jair Fernandez,1,9,2
start,460008,Anthony Varvaro,1,0,1
play,1,0,471875,,,63/G,113.45,181.73
play,1,0,453245,,,S7/L,79.32,133.53
play,1,0,501986,,,K+CS2(26).1-2(E6)
play,1,0,455107,,,K
play,1,1,471897,,,S3/G,139.56,189.76
play,1,1,451715,,,SB2;1-3(E4)(E4)
play,1,1,451715,,,63/G.3-H,109.44,181.73
play,1,1,499926,,,63/G,113.45,178.71
play,1,1,451713,,,53/G,111.45,184.74
play,2,0,472590,,,K
play,2,0,501965,,,K
play,2,0,460042,,,31/G,136.55,183.73
play,2,1,511628,,,K
play,2,1,493101,,,E5
play,2,1,508892,,,SB2;1-3(E2)(E2/TH)
play,2,1,508892,,,53/G.3-H,109.44,182.73
play,2,1,468381,,,8/F,124.50,106.43
play,3,0,459962,,,K
play,3,0,460323,,,K23
play,3,0,471875,,,D8/F,140.56,82.33
play,3,0,453245,,,S6/G.2-H;B-2,113.45,179.72
play,3,0,501986,,,43/G,133.53,178.71
play,3,1,468475,,,D7/F,120.48,115.46
play,3,1,471897,,,E1,121.49,197.79
play,3,1,451715,,,SH.1-3;2-H;B-2,125.50,200.80
play,3,1,499926,,,S9/F.2-3;3-H,175.70,115.46
play,3,1,451713,,,S9/G.1-2;3-H,168.67,151.61
play,3,1,511628,,,D9/L.1-3;2-H,170.68,139.56
play,3,1,493101,,,8/SF.3-H,139.56,119.48
play,3,1,508892,,,E6.2-H;B-2
play,3,1,468381,,,WP.2-3
play,3,1,468381,,,S7/G.3-H,80.32,123.49
play,3,1,468475,,,54(1)3/GDP/G5,105.42,184.74
play,4,0,455107,,,5/P,107.43,188.76
play,4,0,472590,,,W
play,4,0,501965,,,W.1-2
play,4,0,460042,,,6(1)3/G6/GDP,112.45,177.71
play,4,1,471897,,,E6/TH
play,4,1,451715,,,3/PF,152.61,196.79
play,4,1,499926,,,6(B)63(1)/LDP,115.46,174.70
play,5,0,459962,,,S9/L,165.66,139.56
play,5,0,460323,,,7/F,80.32,121.49
play,5,0,471875,,,W.1-2
play,5,0,453245,,,D7/L.1-3;2-H,65.26,132.53
play,5,0,501986,,,K
play,5,0,455107,,,4/P,139.56,181.73
play,5,1,451713,,,K
play,5,1,511628,,,63/G,115.46,173.69
play,5,1,493101,,,E1/TH
play,5,1,508892,,,D7/F.1-3,64.26,106.43
play,5,1,468381,,,S9/L.2-H;3-H;B-2,164.66,143.57
play,5,1,468475,,,NP
sub,457631,Jonathan Kirby,0,0,1
play,5,1,468475,,,53/G,108.43,182.73
play,6,0,472590,,,NP
sub,502075,Justin Souza,1,0,1
play,6,0,472590,,,D7/L,70.28,112.45
play,6,0,placeholder,,,NP
sub,451639,Jesus Lopez,0,5,12
play,6,0,501965,,,K
play,6,0,460042,,,D7/F.2-H,54.22,103.41
play,6,0,459962,,,9/FF,173.69,177.71
play,6,0,460323,,,S1/G.2-3,124.50,201.81
play,6,0,471875,,,8/F,140.56,95.38
play,6,1,471897,,,NP
sub,453245,Tom King,0,2,4
play,6,1,451715,,,NP
sub,451639,Jesus Lopez,0,5,6
play,6,1,499926,,,NP
sub,460323,Jodam Rivera,0,9,5
play,6,1,471897,,,63/G,117.47,176.71
play,6,1,451715,,,4/P,135.54,174.70
play,6,1,499926,,,4/P,136.55,172.69
play,7,0,453245,,,NP
sub,453042,Robert Harmon,1,0,1
play,7,0,453245,,,K
play,7,0,501986,,,W
play,7,0,455107,,,K
play,7,0,451639,,,FC5/G.1X2(54),110.44,191.77
play,7,1,451713,,,NP
sub,488849,Brooks Dunn,0,0,1
play,7,1,451713,,,K
play,7,1,511628,,,S7/G,148.59,150.60
play,7,1,493101,,,64(1)3/GDP/G6,113.45,181.73
play,8,0,501965,,,NP
sub,452248,Rollie Gibson,1,0,1
play,8,0,501965,,,K
play,8,0,460042,,,43/G,138.55,171.69
play,8,0,459962,,,53/G,106.43,187.75
play,8,1,508892,,,NP
sub,511448,Derek McDaid,0,0,1
play,8,1,508892,,,W
play,8,1,468381,,,53/G.1-2,112.45,190.76
play,8,1,468475,,,WP.2-3
play,8,1,468475,,,53/G.3-H,110.44,188.76
play,8,1,471897,,,K
play,9,0,460323,,,NP
sub,499926,Alex Liddi,1,3,5
play,9,0,471875,,,NP
sub,468381,Leury Bonilla,1,8,2
play,9,0,453245,,,NP
sub,445049,Andy Hargrove,1,9,3
play,9,0,501986,,,NP
sub,455393,Ogui Diaz,1,7,6
play,9,0,455107,,,NP
sub,448771,Andrew Barb,1,0,1
play,9,0,460323,,,5/PF,96.39,201.81
play,9,0,471875,,,S9/L,161.65,138.55
play,9,0,453245,,,PB.1-2
play,9,0,453245,,,9/F,163.65,130.52
play,9,0,501986,,,S9/F.2-H,169.68,132.53
play,9,0,455107,,,K
id,WisMDW200704300
info,visteam,DayMDW
info,hometeam,WisMDW
info,date,2007/04/30
start,453211,Drew Stubbs,0,1,8
start,457759,Justin Turner,0,2,4
start,453362,Chris Valaika,0,3,6
start,464433,Juan Francisco,0,4,5
start,464426,Denis Phipps,0,5,9
start,501846,Logan Parker,0,6,3
start,502317,Chris Heisey,0,7,7
start,501909,Anthony Esquer,0,8,2
start,458214,Billy Rojo,0,9,10
start,453365,Travis Webb,0,0,1
start,471897,Gregory Halman,1,1,8
start,455393,Ogui Diaz,1,2,4
start,468381,Leury Bonilla,1,3,5
start,451713,Carlos Peguero,1,4,10
start,493101,Kuo Hui Lo,1,5,9
start,508892,Carlos Triunfel,1,6,6
start,445049,Andy Hargrove,1,7,3
start,471179,Juan Beltran,1,8,2
start,501799,Gavin Dickey,1,9,7
start,453254,Kyle Parker,1,0,1
play,1,0,453211,,,K
play,1,0,457759,,,S8/L,134.54,114.46
play,1,0,453362,,,K
play,1,0,464433,,,43/G,140.56,162.65
play,1,1,471897,,,13/G,126.51,192.77
play,1,1,455393,,,7/F,71.29,114.46
play,1,1,468381,,,9/F,170.68,103.41
play,2,0,464426,,,63/G,108.43,164.66
play,2,0,501846,,,5/PF,100.40,197.79
play,2,0,502317,,,7/F,72.29,117.47
play,2,1,451713,,,3/L,148.59,186.75
play,2,1,493101,,,43/G,138.55,169.68
play,2,1,508892,,,9/F,179.72,108.43
play,3,0,501909,,,9/F,170.68,109.44
play,3,0,458214,,,13/G,126.51,190.76
play,3,0,453211,,,63/G,114.46,168.67
play,3,1,445049,,,8/F,129.52,82.33
play,3,1,471179,,,K
play,3,1,501799,,,K
play,4,0,457759,,,9/F,170.68,112.45
play,4,0,453362,,,K
play,4,0,464433,,,43/G,138.55,168.67
play,4,1,471897,,,53/G,101.41,178.71
play,4,1,455393,,,8/F,111.45,87.35
play,4,1,468381,,,K
play,5,0,464426,,,13/G,127.51,191.77
play,5,0,501846,,,9/F,157.63,118.47
play,5,0,502317,,,3/PF,157.63,192.77
play,5,1,451713,,,3/G,149.60,181.73
play,5,1,493101,,,W
play,5,1,508892,,,K
play,5,1,445049,,,SB2
play,5,1,445049,,,9/F,172.69,118.47
play,6,0,501909,,,NP
sub,444433,Steven Uhlmansiek,1,0,1
play,6,0,501909,,,S9/L,158.63,138.55
play,6,0,458214,,,SH.1-3;B-2,125.50,189.76
play,6,0,453211,,,5/PF,101.41,200.80
play,6,0,457759,,,63/G.3-H,112.45,167.67
play,6,0,453362,,,K
play,6,1,471179,,,13/G,122.49,189.76
play,6,1,501799,,,K
play,6,1,471897,,,9/F,179.72,98.39
play,7,0,464433,,,S8/L,117.47,121.49
play,7,0,464426,,,POCS2(136)
play,7,0,464426,,,S5/G,104.42,181.73
play,7,0,501846,,,8/F,114.46,85.34
play,7,0,502317,,,SB2
play,7,0,502317,,,D7/L.2-H,51.20,117.47
play,7,0,501909,,,W
play,7,0,458214,,,D7/L.1-3;2-H,46.18,107.43
