id,WisMDW200904090
info,visteam,QuaMDW
info,hometeam,WisMDW
info,date,2009/04/09
start,543072,Paul Cruz,0,1,8
start,543008,Alex Castellanos,0,2,10
start,457754,Jon Edwards,0,3,9
start,501735,Osvaldo Morales,0,4,3
start,475715,Charles Cutler,0,5,2
start,500666,Domnit Bolivar,0,6,5
start,543839,Chris Swauger,0,7,7
start,543875,Niko Vasquez,0,8,6
start,543473,Aaron Luna,0,9,4
start,543880,Adam Veres,0,0,1
start,543127,Cutter Dykstra,1,1,8
start,543492,Michael Marseco,1,2,6
start,543434,Brett Lawrie,1,3,4
start,518900,Erik Komatsu,1,4,9
start,489024,Brock Kjeldgaard,1,5,3
start,543876,Michael Vass,1,6,7
start,543096,John Delaney,1,7,5
start,448646,Sean McCraw,1,8,2
start,519031,Erik Miller,1,9,7
start,519255,Cody Scarpetta,1,0,1
play,1,0,543072,,,W
play,1,0,543008,,,SB2
play,1,0,543008,,,K
play,1,0,457754,,,K
play,1,0,501735,,,8/F,124.50,76.31
play,1,1,543127,,,63/G,114.46,166.67
play,1,1,543492,,,K
play,1,1,543434,,,K
play,2,0,475715,,,K
play,2,0,500666,,,K
play,2,0,543839,,,K
play,2,1,518900,,,43/G,138.55,164.66
play,2,1,489024,,,W
play,2,1,543876,,,7/F,66.27,118.47
play,2,1,543096,,,W.1-2
play,2,1,448646,,,53/G,103.41,179.72
play,3,0,543875,,,K
play,3,0,543473,,,D8/F,115.46,63.25
play,3,0,543072,,,S9/L.2-H,167.67,113.45
play,3,0,543008,,,K
play,3,0,457754,,,13/G,125.50,190.76
play,3,1,519031,,,S5/G,110.44,190.76
play,3,1,543127,,,13/G.1-2,123.49,191.77
play,3,1,543492,,,13/G.2-3,122.49,189.76
play,3,1,543434,,,53/G,106.43,182.73
play,4,0,501735,,,K
play,4,0,475715,,,43/G,139.56,169.68
play,4,0,500666,,,4/L,141.57,166.67
play,4,1,518900,,,NP
sub,543850,Kevin Thomas,0,0,1
play,4,1,518900,,,S1/BG,126.51,190.76
play,4,1,489024,,,53/G.1-2,104.42,178.71
play,4,1,543876,,,K
play,4,1,543096,,,W
play,4,1,448646,,,K
