id,ChaIL200904090
info,visteam,GwiIL
info,hometeam,ChaIL
info,date,2009/04/09
start,453923,Gregor Blanco,0,1,8
start,452671,Diory Hernandez,0,2,6
start,447761,Brandon Jones,0,3,7
start,498568,Barbaro Canizares,0,4,3
start,462405,Brooks Conrad,0,5,4
start,400021,Joe Borchard,0,6,10
start,456671,Van Pope,0,7,5
start,400268,J. C. Boscan,0,8,2
start,434698,Reid Gorecki,0,9,9
start,462102,Tommy Hanson,0,0,1
start,434598,Miguel Negron,1,1,8
start,462855,Eider Torres,1,2,6
start,434703,Brian Myrow,1,3,3
start,282879,Michael Restovich,1,4,7
start,407777,Ben Broussard,1,5,10
start,430669,Josh Kroeger,1,6,9
start,467003,Javier Castillo,1,7,5
start,454573,Cole Armstrong,1,8,2
start,348562,Keith Ginter,1,9,4
start,429724,John Van Benschoten,1,0,1
play,1,0,453923,22,CFBB*S,K
play,1,0,452671,12,BFFX,43/G,138.55,151.61
play,1,0,447761,31,BSBBB,W
play,1,0,498568,10,BX,S9/G.1-3,148.59,150.60
play,1,0,462405,02,CSX,FC6/G.1X2(6),113.45,153.61
play,1,1,434598,02,CCX,7/F,69.28,125.50
play,1,1,462855,12,BSFX,S5/P,115.46,165.66
play,1,1,434703,31,BFBBB,W.1-2
play,1,1,282879,12,,WP.1-2;2-3
play,1,1,282879,32,FCFBFBBB,W
play,1,1,407777,12,CF*BFS,K
play,1,1,430669,12,CBCS,K
play,2,0,400021,12,FBFS,K
play,2,0,456671,22,CBBFC,K
play,2,0,400268,00,X,3/G,151.61,161.65
play,2,1,467003,11,BFX,T9/F,187.75,132.53
play,2,1,454573,12,CBFS,K
play,2,1,348562,32,BCS*BFBS,K
play,2,1,434598,32,BCFBBFS,K
play,3,0,434698,21,CBBH,HP
play,3,0,453923,10,,SB2
play,3,0,453923,31,BCBBB,W
play,3,0,452671,00,X,14/SH.1-2;2-3,114.46,180.72
play,3,0,447761,22,FSFBBX,9/SF.3-H,69.28,116.47
play,3,0,498568,01,CX,HR/F.2-H,201.81,77.31
play,3,0,462405,10,BX,4/L,139.56,147.59
play,3,1,462855,12,CSBC,K
play,3,1,434703,11,CBX,5/PF,91.37,180.72
play,3,1,282879,22,BCCBFFC,K
play,4,0,400021,32,CBBBFX,8/F,125.50,47.19
play,4,0,456671,02,CSS,K
play,4,0,400268,10,BX,43/G,134.54,151.61
play,4,1,407777,12,SBSX,53/G,107.43,170.68
play,4,1,430669,02,CFS,K
play,4,1,467003,02,CCFS,K
play,5,0,434698,22,,FLE3/PF
play,5,0,434698,22,CBCBFC,K
play,5,0,453923,22,CFBFBS,K
play,5,0,452671,01,FX,2/PF,134.54,206.83
play,5,1,454573,10,BX,S9/L,159.64,143.57
play,5,1,348562,01,,NP
sub,455113,Donny Lucy,1,8,12
play,5,1,348562,01,SH,HP.1-2
play,5,1,434598,22,BFFB*S,K
play,5,1,462855,00,,NP
sub,450665,Kris Medlen,0,0,1
play,5,1,462855,22,BBFSC,K
play,5,1,434703,12,BCSC,K
play,6,0,447761,00,,NP
sub,455113,Donny Lucy,1,8,2
play,6,0,498568,00,,NP
sub,455090,Jack Egbert,1,0,1
play,6,0,447761,22,FBCBS,K
play,6,0,498568,10,BX,D9/L,177.71,128.51
play,6,0,462405,10,BX,HR/F.2-H,190.76,60.24
play,6,0,400021,00,X,43/G,139.56,148.59
play,6,0,456671,00,X,23/G,123.49,195.78
play,6,1,282879,10,BX,8/F,153.61,83.33
play,6,1,407777,22,BFBCS,K
play,6,1,430669,10,BX,6/P,98.39,122.49
play,7,0,400268,32,CFBBBX,S8/L,124.50,132.53
play,7,0,434698,11,FBX,41/G.1-2,147.59,157.63
play,7,0,453923,12,BSCC,K
play,7,0,452671,32,BCBCBFFFX,S8/L.2-H;B-2,127.51,120.48
play,7,0,447761,32,CFFBFF*BFFBB,W
play,7,0,498568,00,,NP
sub,456899,Jon Link,1,0,1
play,7,0,498568,02,SFS,K
play,7,1,467003,00,X,63/G,105.42,154.62
play,7,1,455113,10,BX,8/F,118.47,94.38
play,7,1,348562,11,CBX,53/G,107.43,169.68
play,8,0,462405,12,SCBS,K
play,8,0,400021,30,BBBB,W
play,8,0,456671,11,C*BX,6/P,99.40,141.57
play,8,0,400268,30,BBBB,W.1-2
play,8,0,434698,00,X,D7/L.1-H;2-H,78.31,146.59
