MLBAM,First,Last,Bats,Throws,M,D,Y
458610,Joseph,Hooft,R,R,8,30,1982
117759,Mike,Lieberthal,R,R,1,18,1972
456457,Mark,Freed,L,L,8,10,1978
453174,Joram,Iboa,R,R,02,26,1983
446137,Paul,Keck,R,R,6,16,1984
446139,Michael,Pierce,R,R,4,19,1984
456458,Nate,Cotton,L,R,7,19,1979
458619,Adam,Witter,L,R,2,17,1983
523028,Chris,Rosenbaum,R,R,04,02,1984
519019,Brandon,Menchaca,R,R,04,15,1985
279576,Steve,Torrealba,R,R,2,24,1978
279577,Rafael,Furcal,B,R,10,24,1977
279570,Ken,Huckaby,R,R,1,27,1971
279571,Matt,Belisle,B,R,6,06,1980
434563,Carlos,Ruiz,R,R,1,22,1979
571785,K. C.,Hobson,L,L,08,22,1990
279578,Marcus,Giles,R,R,5,18,1978
435182,Matt,Padgett,L,L,7,22,1977
435181,Jeremy,Hermida,L,R,1,30,1984
435180,Robert,Andino,R,R,4,25,1984
462412,Anthony,Webster,L,R,4,10,1983
434561,Francisco,Butto,R,R,5,11,1980
501584,Angel,Gil,L,L,8,18,1989
499774,Chris,Grossman,R,R,2,3,1981
543676,Johnathan,Ramirez,L,L,09,29,1989
469829,Ender,Ojeda,R,R,3,11,1986
434564,Zack,Segovia,R,R,4,11,1983
451081,Juan,Mendez,B,R,1,26,1988
434565,Robinson,Tejeda,R,R,3,24,1982
576128,Alex,Herrnberger,B,R,07,06,1986
460318,Thomas,Rafferty,R,R,02,05,1985
570654,Daniel,Mateo,B,R,08,10,1991
491135,Armando,Huerta,R,R,01,10,1986
595163,Derek,Cone,R,R,06,20,1990
464264,Danielin,Acevedo,R,R,4,2,1983
119819,C. J.,Nitkowski,L,L,3,09,1973
464266,Luis,Brito,R,R,10,19,1983
460647,Jaime,Bubela,L,R,6,6,1978
464268,Javier,Herrera,R,R,4,09,1985
501508,Carlos,Vargas,R,R,8,17,1988
119811,Trot,Nixon,L,L,4,11,1974
586651,Carlos,Romero,R,R,1,5,1992
553849,Remberto,Romo,R,R,10,10,1991
592829,David,Vidal,R,R,10,23,1989
465012,Sammy,Leon,R,R,5,19,1985
110293,Kevin,Appier,R,R,12,06,1967
465015,Leyson,Septimo,L,L,7,07,1985
465016,Julio,Puentes,R,R,02,02,1986
465017,Alexander,Valdez,R,R,3,02,1986
592820,Sebastian,Vader,R,R,06,03,1992
592821,Tyler,Vail,R,R,11,03,1991
547375,Sergio,Perez,B,R,10,27,1989
592824,Zachary,Varce,R,R,12,14,1988
469823,Luis,Ortega,R,R,8,04,1987
592826,Vincent,Velasquez,B,R,06,07,1992
592827,Benjamin,Versnik,R,R,12,05,1988
489067,Ryan,Lollis,L,L,12,16,1986
501503,David,Mota,R,R,2,18,1987
488944,Cody,Harkcom,R,R,12,15,1983
499106,Jose,Ramirez,R,L,6,5,1982
553848,Julio,Denis,L,L,05,08,1986
501502,Ronny,Morla,R,R,5,19,1988
448240,Dante,Brinkley,R,R,8,21,1981
461846,Cory,Middleton,R,R,10,03,1985
500102,Wilfredo,Ramirez,L,L,11,24,1987
448243,Aaron,Pullin,R,R,2,17,1981
448244,Sam,Steidl,L,L,5,9,1981
448245,Brandon,Szymanski,B,R,10,01,1982
461840,Marvin,Lowrance,L,L,7,16,1984
448248,Brandon,Timm,R,R,12,04,1984
448249,Dallas,Trahern,R,R,11,29,1985
469826,Raul,Rivero,R,R,5,06,1986
592107,Jose,Amezcua,R,R,05,27,1991
461849,Nate,Moore,R,R,6,14,1983
461848,Jim,Miller,R,R,4,28,1982
554329,Elvin,Delgado,R,R,08,17,1990
554328,Jerison,Lopez,R,R,08,24,1991
489491,Parker,Brooks,B,R,8,01,1981
400149,Jeremy,Owens,R,R,12,09,1976
400148,Donaldo,Mendez,R,R,6,07,1978
400147,Brian,Lawrence,R,R,5,14,1976
400146,Junior,Herndon,R,R,9,11,1978
400143,Brad,Voyles,R,R,12,30,1976
400142,Billy,Sylvester,R,R,10,01,1976
400141,Horacio,Ramirez,L,L,11,24,1979
400140,Wilson,Betemit,B,R,11,02,1981
543923,Derek,Wiley,R,R,04,09,1987
463991,Luis,Guerra,L,L,7,18,1979
543002,Alden,Carrithers,L,R,11,14,1984
110093,Pat,Ahearne,R,R,12,10,1969
468509,Enderson,Bejarano,L,L,10,11,1985
543921,Joseph,Wieland,R,R,01,21,1990
453823,Oscar,Ramirez,R,R,9,14,1978
514948,George,Matheus,R,R,07,20,1988
445232,Jordan,Gerk,L,L,7,6,1979
596259,Takafumi,Nakamura,R,R,01,03,1988
570510,Genezaret,Pena,R,R,06,06,1989
570511,Albert,Robles,R,R,04,27,1992
570512,Deuris,Severino,R,R,08,26,1990
596253,Jeff,Bercume,L,R,06,15,1987
408300,Danny,Borrell,L,L,1,24,1979
408303,Steve,Agosto,L,L,9,02,1976
445239,Adam,Bostick,L,L,3,17,1983
596257,Nick,D'Amico,R,R,05,22,1987
408304,Jon,Switzer,L,L,8,13,1979
596255,Jose,Reyes,R,R,01,03,1991
408306,Rocco,Baldelli,R,R,9,25,1981
474892,Vernon,Carter,R,R,12,18,1986
457499,Tom,Rojas,R,R,3,31,1982
457498,Jeff,Kennard,R,R,7,26,1981
457495,Heath,Phillips,L,L,3,24,1982
457497,Jentry,Beckstead,R,R,6,09,1980
477645,Joel,Valdez,R,R,,,
457491,Dennis,Medina,R,R,1,17,1983
457490,Ransel,Melgarejo,R,R,8,28,1981
457493,Shawn,Riggans,R,R,7,25,1980
457492,Juan,De Leon,R,R,6,24,1981
465698,Juan,Apodaca,R,R,7,15,1986
424685,Matt,Duff,R,R,10,06,1974
446080,Ryan,Dixon,R,R,7,8,1983
473131,Lorenzo,Mercado,B,R,06,25,1982
122027,Richie,Sexson,R,R,12,29,1974
573968,Felix,Martinez,R,R,12,06,1988
573969,Eduardo,Jorge,R,R,12,19,1991
543160,Justin,Fitzgerald,R,R,03,03,1986
112903,Jose,CruzJr.,B,R,4,19,1974
473705,Anthony,Gressick,R,R,1,01,1984
112906,Nelson,Cruz,R,R,9,13,1972
465699,Hector,Arias,R,R,9,5,1984
434702,Ryan,Ketchner,L,L,4,19,1982
445589,Michael,Megrew,L,L,1,29,1984
434703,Brian,Myrow,L,R,9,04,1976
445584,Matt,Tupman,L,R,11,25,1979
445585,Adam,Keim,R,R,1,05,1981
445587,Bryan,Goelz,L,L,4,10,1980
533795,Isaac,Vargas,L,L,04,27,1989
547749,Junichi,Tazawa,R,R,6,6,1986
218294,Byung-Hyun,Kim,R,R,1,19,1979
469828,Wilfredo,Moreno,R,R,4,12,1986
451082,Carlos,Fernandez-Oliva,B,R,9,03,1986
451083,Braulio,Baptista,B,R,4,11,1987
451084,Jeff,Urlaub,L,L,04,24,1987
451085,Brian,Matusz,L,L,2,11,1987
501509,Jose,Veliz,R,R,10,01,1988
451087,Jorge,Rodriguez,B,R,7,29,1982
451088,Justin,Sellers,R,R,2,01,1986
446088,Adrian,Casanova,R,R,5,06,1983
501505,Carlos,Pena,R,R,1,22,1989
501504,Jose,Rodriguez,R,R,12,19,1988
477394,Guillermo,Carrillo,R,R,4,19,1984
477395,Hector,Casillas,R,R,1,17,1983
477396,Federico,Castaneda,R,R,01,26,1984
450820,Jimmy,Demontel II,R,R,6,7,1980
502813,Axel,Gonzalez,R,R,06,02,1988
597251,Matt,Schuld,R,R,12,07,1987
461416,William,Venable,L,L,10,29,1982
424706,Marshall,McDougall,R,R,12,19,1978
433589,Yusmeiro,Petit,R,R,11,22,1984
552673,Tyler,Waldron,R,R,05,01,1989
433581,Brad,Thompson,R,R,1,31,1982
433580,Kyle,Sleeth,R,R,12,20,1981
433583,Val,Majewski,L,L,6,19,1981
433582,Conor,Jackson,R,R,5,07,1982
433585,Jeff,Francis,L,L,1,08,1981
433584,Fausto,Carmona,R,R,12,07,1983
433587,Felix,Hernandez,R,R,4,08,1986
433586,Santiago,Casilla,R,R,7,25,1980
453187,Ryne,Malone,L,R,1,06,1985
429260,Dave,Matranga,R,R,1,08,1977
542931,Ryan,Bergh,R,R,04,25,1985
517418,Julio,Surinach,R,R,07,29,1988
489127,Derrick,Mitchell,R,R,1,05,1987
517416,Junior,Rodriguez,R,R,02,08,1989
517414,Randall,Delgado,R,R,02,09,1990
517415,Saskuel,Herrera,R,R,11,15,1989
517413,Dimaster,Delgado,L,L,03,03,1989
591708,Franderlin,Romero,R,R,2,21,1991
591709,Julio,Morillo,R,R,12,27,1992
453184,Brad,Lincoln,L,R,5,25,1985
519203,Anthony,Rizzo,L,L,08,08,1989
591700,Josue,Castellano,L,L,1,13,1992
451553,Scott,Youngbauer,B,R,1,14,1979
591702,Orlando,Chiquin,R,R,4,24,1990
591703,Luis,Gonzalez,L,L,3,25,1993
591704,Joyce,Hernandez,R,R,10,28,1992
591705,Oswaldo,Mieres,R,R,5,14,1992
591706,Jhefferson,Hurtado,R,R,12,19,1991
489120,Andrew,Miller,R,R,2,24,1986
441914,Wandel,Campana,R,R,6,13,1978
471566,Francisco,Rivera,R,R,,,
471154,Juan,Casas,L,L,11,07,1985
453483,Jeremy,Lewis,R,L,9,12,1980
453480,Randy,Leek,L,L,4,18,1977
541598,Cesar,Marquez,R,R,07,16,1991
453484,Michael,Dzurilla,R,R,5,04,1978
501847,Spencer,Nagy,B,R,6,14,1985
517419,Ramon,De Los Santos,R,R,12,26,1989
501309,Robedluis,Fuentes,R,R,9,13,1988
548183,Alex,Burgos,L,L,12,01,1990
458190,Brad,Weis,L,L,1,29,1977
465656,Gabriel,Alvarez,R,R,8,10,1984
465657,Joakim,Soria,R,R,5,18,1984
502089,Brian,Jeroloman,L,R,5,10,1985
453649,Marvin,Moscat,R,R,5,15,1982
502483,Matthew,Small,R,R,12,29,1987
444537,Drew,Endicott,R,R,3,30,1981
502083,Zachary,McAllister,R,R,12,08,1987
475010,Brett,Jacobson,R,R,11,09,1986
502081,Fernando,Garcia,B,R,07,28,1988
502080,D' Marcus,Ingram,R,R,03,30,1988
502087,Kevin,Chapman,L,L,02,19,1988
502126,Dominic,Brown,L,L,9,03,1987
501308,Edward,Concepcion,R,R,10,03,1988
465659,Lachlan,Dale,R,R,6,22,1983
543404,Brent,Klinger,R,R,07,21,1988
543405,Jason,Knapp,R,R,08,31,1990
576828,Jeremy,Berg,R,R,07,17,1986
543407,Alan,Knotts,R,R,02,28,1985
543152,Roberto,Feliciano,L,L,08,16,1990
543153,Kevin,Ferguson,L,L,01,08,1986
543402,Chris,Kirkland,R,R,10,06,1985
543151,Alexander,Feinberg,R,R,04,29,1986
571830,Thomas,Joseph,R,R,7,16,1991
571831,Brandon,Josselyn,L,R,08,22,1986
571833,Jon,Karcich,R,R,09,10,1987
543408,Tom,Koehler,R,R,06,29,1986
488831,Kevin,Denis-Fortier,L,R,09,22,1987
571836,Tyler,Kehrer,L,L,03,23,1988
571837,Blake,Keitzman,B,L,01,09,1988
124314,Gerald,Williams,R,R,8,10,1968
502482,Anthony,Cody,L,L,10,07,1984
543863,Tyler,Trice,R,R,05,16,1986
523252,Ryan,Berry,R,R,8,3,1988
523256,Brett,Hunter,R,R,6,27,1987
523254,Jeremy,Hamilton,L,L,11,11,1986
543314,Lejuan,Hill,R,R,11,18,1983
488835,Eli,Diaz,R,R,11,11,1986
463743,Chia An,Huang,R,R,11,11,1985
527941,Ronald,Acosta,R,R,03,16,1991
501849,Dustin,Dickerson,L,R,09,30,1987
212360,Jeremy,Ward,R,R,2,24,1978
463741,Armando,Zerpa,,,2,13,1987
408069,Erick,Threets,L,L,11,04,1981
466994,Jose,De Los Santos,R,R,8,10,1984
503346,Nathan,Starner,L,L,5,29,1984
444856,Jasha,Balcom,L,R,7,7,1982
433636,Hector,Hernandez,R,R,9,26,1981
433635,Hugo,Aguilar,L,L,2,10,1980
591701,Alejandro,Chacin,R,R,6,24,1993
461906,Mike,Eylward,R,R,9,28,1979
496227,Anderson,Gomes,R,R,3,12,1985
463553,Carlos,Lee,R,R,9,29,1981
491900,Kyle,Werman,B,R,4,15,1982
453170,Timothy,Gustafson,R,R,12,29,1984
597112,Trey,Lucas,R,R,09,25,1987
491651,Wilmer,Alvarado,B,R,2,08,1988
538081,Marcos,Castro,L,L,10,24,1987
430588,Fernando,Nieve,R,R,7,15,1982
430589,Chad,Qualls,R,R,8,17,1978
467149,Ramon,Pena,R,R,9,22,1985
435064,Bobby,Wilson,R,R,4,08,1983
435065,Reggie,Willits,B,R,5,30,1981
430586,Ezequiel,Astacio,R,R,11,04,1979
464425,Angel,Calero,L,L,9,25,1986
430580,Alfredo,Simon,R,R,5,08,1981
430581,Colby,Miller,R,R,3,19,1982
430582,Brian,Wolfe,R,R,11,29,1980
435063,Mike,Napoli,R,R,10,31,1981
476582,Gregory,Miclat,B,R,07,23,1987
464281,Oswaldo,Navarro,B,R,10,02,1984
489988,Jim,Wladyka,R,R,5,15,1983
408061,Francisco,Rodriguez,R,R,1,07,1982
504606,Geurys,Trinidad,R,R,1,31,1987
543225,Kyle,Godfrey,R,R,02,06,1986
472544,David,Sutherland,L,L,5,02,1985
425366,Miguel,Saladin,R,R,5,22,1975
472543,Heliezer,Aguilar,R,R,3,09,1984
452168,Sergio,Valenzuela,R,R,9,15,1984
452169,Matt,Esquivel,R,R,12,17,1982
408064,Trey,Lunsford,R,R,5,25,1979
504356,Crisaudy,Alies,R,R,1,14,1989
452162,Josh,Arteaga,R,R,3,14,1980
452161,Jonathon,Rouwenhorst,L,L,9,25,1979
496048,Julian,Figueroa,L,L,11,15,1986
543210,David,Genao,R,R,12,15,1986
521048,Justin,Martin,R,R,09,25,1984
521049,Ralph,Tropiano,B,R,07,19,1984
496047,Mauricio,Avila,R,R,,,
519030,Deandre,Miller,B,R,05,18,1985
570788,Yair,Lopez,R,R,09,09,1991
516779,Melvin,De La Cruz,R,R,03,05,1990
541662,Jonathan,Quinonez,R,R,11,27,1990
460276,Bryce,Massanari,R,R,04,29,1986
524749,Jose,Urbina,R,R,09,08,1988
525108,Patrick,Lawler,R,R,1,1,1950
543213,Johnny,Giavotella,R,R,07,10,1987
450798,Ivan,Naccarata,L,R,2,26,1982
493256,Alessandro,Maestri,R,R,6,01,1985
449874,Ron,Davenport,L,R,10,16,1981
446660,Daniel,Schwab,L,L,7,14,1983
461735,Manuel O.,Rodriguez,L,L,1,06,1985
449877,Erik,Morrison,R,R,10,23,1985
542449,Alexis,Lujan,R,R,11,07,1990
542448,Neudy,Clime,R,R,02,01,1989
542447,Jonathan,Perez,R,R,09,14,1990
542445,Yunior,De Jesus,R,R,09,22,1988
134263,Tom,Wilson,R,R,12,19,1970
489087,Ian,Marshall,R,R,03,03,1987
453220,Charles,Benoit,L,L,9,24,1984
542441,Cristobal,Rodriguez,R,R,11,01,1989
570873,Ariel,Soriano,R,R,11,24,1990
400002,Matt,Childers,R,R,12,03,1978
570871,Yamal,Thomas,R,R,11,04,1989
446663,Pedro,Maldonado,R,R,11,2,1984
570877,Santiago,Chirino,R,R,02,11,1991
425830,Preston,Larrison,R,R,11,19,1980
150334,Chris,Singleton,L,L,8,15,1972
570874,Luis,Marte,R,R,02,23,1991
474865,Julio,Borbon,L,L,02,20,1986
469721,Trent,Oeltjen,L,L,2,28,1983
518558,Matthew,Clark,L,R,12,10,1986
516855,Abraham,De Leon,R,R,02,20,1989
570729,Henry,Gonzalez,L,L,03,31,1992
400001,Carlos,Chantres,R,R,4,1,1976
453224,Zachary,Cole,R,R,01,18,1985
570723,Gabriel,Santana,R,R,08,23,1992
541660,Alejandro,Segovia,R,R,04,27,1990
570721,Yorky,Rojas,R,R,05,04,1991
527052,Eduardo,Sosa,L,L,03,14,1991
527055,Arodys,Vizcaino,R,R,11,13,1990
575930,Eduardo,Gonzalez,L,L,02,09,2009
570725,Elihoref,Suniaga,R,R,05,05,1992
570724,Jose,Sayegh,R,R,12,07,1991
543215,Stephen,Gilgenbach,L,L,02,12,1986
516856,Elvis,Garcia,R,R,11,08,1989
570787,Jesus,Vasquez,R,R,12,10,1991
516851,Wilfredo,Sosa,R,R,10,24,1988
240694,J.C.,Romero,B,L,6,04,1976
442745,Michael,Curry,L,R,2,15,1977
450704,Matthew,Vogel,R,R,3,01,1983
516853,Wilking,Rodriguez,R,R,03,02,1990
450706,Kyle,Wright,R,R,4,27,1983
451197,Brandon,Rousseve,R,R,8,04,1984
573194,Dallas,Tarleton,L,R,08,05,1987
573197,Evan,Teague,L,L,02,04,1987
573191,Scott,Swinson,R,R,03,11,1988
573193,Carlton,Tanabe,R,R,10,28,1991
573192,Matt,Swynenberg,R,R,02,16,1989
593830,Adalberto,Mieses,R,R,1,1,1990
593831,Silvio,Medina,R,R,6,3,1990
593832,Inocencio,Heredia,R,R,1,1,1950
593833,Wander,Suero,R,R,9,15,1991
424365,Jason,Arnold,R,R,5,02,1979
593835,Rockny,Martinez,B,R,7,14,1992
593836,Roderick,Bernadina,R,R,8,10,1992
489059,Jonathan,Lewis,R,R,5,16,1983
150484,Vernon,Wells,R,R,12,08,1978
489054,Curtis,Leavitt,R,R,1,10,1987
489055,Michael,Lee,R,R,11,18,1986
489052,Brent,Leach,L,L,11,18,1982
489053,Tyler,Leach,R,R,9,08,1986
150482,Josh,Phelps,R,R,5,12,1978
150483,Anthony,Sanders,R,R,3,2,1974
501976,David,Mense,L,L,8,30,1984
501977,Anthony,Butler,L,L,11,18,1987
488909,Gregory,Gonzalez,L,L,10,1,1982
493416,Takashi,Saito,R,R,2,14,1970
488679,Brett,Bannister,R,R,3,03,1983
501973,Chad,Rodgers,L,L,11,23,1987
501970,Helder,Velazquez,R,R,10,14,1988
501971,Alex,McRee,L,L,06,18,1988
488903,Grant,Gerrard,L,L,5,01,1984
488902,Kevin,Gergel,L,R,11,15,1981
501758,Onarkys,Paniagua,R,R,1,26,1986
488676,Jeffrey,Baisley,R,R,12,19,1982
488671,Alexander,Avila,L,R,01,29,1987
488906,Adam,Godwin,R,R,12,13,1982
488905,Ernest,Gill,R,R,11,24,1982
592610,Lucas,O'Rear,L,R,11,24,1988
444964,Trevor,Mortensen,R,R,1,19,1983
444967,Jose,Nunez,B,R,05,27,1986
444961,Matthew,Miller,R,R,12,26,1982
444960,Brad,Miller,R,R,6,25,1983
444963,Gary,Moran,R,R,05,21,1985
444962,Dale,Mollenhauer,L,R,06,26,1986
550495,Jon,Velasquez,R,R,1,1,1950
276914,Cedrick,Bowers,B,L,02,10,1978
550493,Chris,Cullen,R,R,10,16,1985
550492,Luis,Juarez,R,R,02,06,1990
467090,Juan,Estevez,R,R,9,27,1987
118353,Tom,Martin,L,L,5,21,1970
571580,Dale,Cornstubble,R,R,03,04,1988
451719,Josue,Linares,B,R,3,17,1988
458133,Luis,Pardo,R,R,07,14,1985
571585,Jamaine,Cotton,R,R,09,27,1990
571586,Chris,Court,R,R,5,19,1987
571587,Kevin,Couture,R,R,04,20,1988
117148,Ryan,Klesko,L,L,6,12,1971
458138,Jacob,Cook,L,R,03,15,1985
485629,Alejandro,Chavez,L,L,05,27,1979
485628,Wuillys,Bravo,L,L,7,09,1987
448651,Nathan,Pendley,L,L,9,05,1981
448650,Ryan,Norwood,R,L,2,18,1983
543869,Steven,Upchurch,R,R,09,14,1989
448656,Chad,Reineke,R,R,4,09,1982
448655,Brandon,Pullen,L,L,12,07,1985
448654,Grant,Psomas,R,R,9,02,1982
456661,Brian,Henderson,L,L,5,19,1982
424184,Shawn,Sedlacek,R,R,6,29,1977
448658,Ryan,Schwabe,L,L,2,24,1982
456665,Steven,Pearce,R,R,4,13,1983
430910,Brayan,Pena,B,R,1,07,1982
485627,Julio,Perez,R,R,10,26,1987
485626,Rene,Arias,R,R,6,22,1987
541342,Limbert,Rivas,R,R,02,21,1990
517888,Manuel,Rivera,L,L,09,01,1989
518428,John,Baird,R,R,05,16,1986
518429,Anthony,Bajoczky,R,R,09,24,1984
488748,Ryan,Buchter,L,L,2,13,1987
518422,Kyle,Ayers,R,R,09,06,1989
458546,Frederic,DeLoizaga-Carney,R,R,8,21,1982
518420,Dylan,Axelrod,R,R,07,30,1985
518426,Kirk,Bacsu,R,R,05,16,1985
518427,Austin,Bailey,B,R,10,10,1988
518424,Jon,Bachanov,R,R,01,30,1989
518425,Corey,Bachman,R,R,05,24,1985
597391,Bill,Castillo,L,L,03,02,1990
466058,Alan,Arredondo,B,R,5,08,1978
579208,Jose,Mojica,R,R,12,26,1988
514888,Jose,Altuve,R,R,05,06,1990
595466,Steve,Winnick,R,R,09,16,1987
408241,Jake,Peavy,R,R,5,31,1981
476704,Jed,Lowrie,B,R,4,17,1984
446939,Ron,Flores,L,L,8,09,1979
571059,Angel,Tapia,R,R,05,21,1990
523828,Michael,Lissman,R,L,06,10,1985
454665,Daniel,Cooper,R,R,11,06,1986
519381,Pat,Venditte,R,R,06,30,1985
571053,Alfredo,Acosta,R,R,08,31,1990
446932,Bryan,Digby,R,R,12,31,1981
446934,Casey,Cahill,R,R,3,15,1982
571057,Frank,Garces,L,L,01,17,1990
446936,Wilson,Batista,B,R,2,07,1981
446937,Erold,Andrus,B,L,7,16,1984
456151,Ruben,Valerio,B,R,5,13,1988
501307,Ricardo,Castro,L,L,2,09,1989
488740,Jordan,Brown,L,L,12,18,1983
122904,Everett,Stull,R,R,8,24,1971
492706,Kenji,Johjima,R,R,6,08,1976
518770,Alonzo,Harris,R,R,01,16,1989
519382,Nicholas,Vera,R,R,08,13,1985
488868,Thomas,Fairchild,R,R,12,05,1983
475247,Ryan,Flaherty,L,R,07,27,1986
475243,Travis,Wood,R,L,2,06,1987
455085,Reese,Creswell,L,R,7,05,1985
506997,Tony,Sanchez,R,R,05,20,1988
455080,Jorge,Charry,R,R,12,10,1986
455082,Zachary,Cline,L,L,7,17,1983
455083,Joel,Collins,R,R,04,24,1986
488746,Carson,Bryant,R,R,06,06,1986
506999,John,Spatola,L,L,04,02,1987
455089,Derek,Drage,R,R,12,10,1981
501697,Jhan,Marinez,R,R,8,12,1988
543239,Mike,Gosse,L,R,05,30,1986
424465,Runelvys,Hernandez,R,R,4,27,1978
448793,Daniel,Berg,R,R,11,21,1984
543233,Maikol,Gonzalez,R,R,03,25,1986
543232,Benjamin,Gonzalez,R,R,01,16,1990
543231,Michael,Gonzales,L,R,06,16,1988
543230,Rolando,Gomez,L,R,06,18,1989
466323,Jesus,Reina,L,L,4,20,1984
543236,Matthew,Gorgen,R,R,01,27,1987
543235,Michael,Goodnight,R,R,06,10,1989
466320,Melky,Cabrera,B,L,8,11,1984
457534,Jacob,Long,R,R,4,17,1986
457535,Erik,Lovett,L,L,08,22,1985
521231,Nick,Lobanov,R,L,1,1,1950
457530,Francisco,Leandro,L,L,7,19,1980
525548,Reggie,Watson,R,R,01,16,1983
521230,Liam,Hendriks,R,R,02,10,1989
501696,Alfredo,Santana,R,R,8,22,1987
457539,Garrett,Parcell,R,R,07,12,1984
542948,Steven,Blevins,R,R,11,17,1986
542949,Mike,Bohana,R,R,10,14,1985
445033,Joseph,Billick,R,R,05,30,1985
465790,Emenejildo,Arias,L,L,11,23,1986
490991,Carlos,Picornell,B,R,8,21,1982
542943,Ryan,Blair,L,R,04,06,1986
542940,Matthew,Bischoff,R,R,05,21,1987
542941,Daniel,Black,L,R,07,02,1987
542946,Jeremy,Bleich,L,L,06,18,1987
490994,Wilmer,Blanco,R,R,2,12,1986
437745,Clark,Parker,L,R,9,26,1975
542945,Joshua,Blanco,L,L,11,16,1989
543097,Daniel,DeLucia,L,L,06,01,1985
543096,John,Delaney,R,R,12,30,1985
543095,Wayne,Dedrick,R,R,11,21,1989
476700,Daniel,Griffin,R,R,9,29,1984
455664,Charles,Bechtel,R,R,11,12,1979
502085,David,Robertson,R,R,4,9,1985
455666,Dwayne,Pollok,R,R,11,12,1980
543090,Tom,Davis,R,R,06,03,1986
455669,Clinton,King,L,R,8,6,1982
501695,Albaro,Estevez,R,R,3,15,1989
474265,Brian,Kirwan,R,R,6,09,1987
571838,Scott,Kelley,R,R,10,02,1986
543157,Nathan,Fike,L,L,01,23,1988
543406,Marcus,Knecht,R,R,06,21,1990
477075,Jonathan,Egan,R,R,10,12,1986
543155,Stephen,Fife,R,R,10,04,1986
524088,Matthew,Cooney,R,R,12,26,1985
543400,Aaron,King,L,L,04,27,1989
501694,Juan,Franco,R,R,11,09,1987
543401,Jason,Kipnis,L,R,04,03,1987
463045,Edgar,Jimenez,L,R,2,26,1987
516862,Jorge,Pena,R,R,12,31,1988
518848,Joshua,Johnson,R,R,10,06,1984
518849,Logan,Johnson,L,R,11,22,1983
463044,Roberto,Martinez,R,R,5,05,1986
516684,Lendy,Castillo,R,R,04,08,1989
516685,Nelson,Gonzalez,R,R,02,15,1990
516687,Vianney,Mayo,R,R,4,6,1990
518840,Nathaniel,James,B,R,04,11,1989
518841,Aaron,Jenkins,L,L,11,14,1984
518842,Nathan,Jennings,R,R,12,24,1984
516683,Jeudis,Polanco,R,R,06,16,1990
463046,Jaspher,Puga,R,R,9,23,1986
538231,Alejandro,Ramos,L,L,3,3,1988
521671,Vinny,Pennell,L,R,07,21,1985
521670,Chad,Ogden,R,R,05,01,1985
116423,Damian,Jackson,R,R,8,16,1973
476451,Jeremy,Hellickson,R,R,4,08,1987
594916,Eric,Marzec,R,R,01,13,1988
594915,Dayton,Marze,R,R,01,01,1989
594912,Alexander,Marquez,R,R,12,10,1992
594913,Trevor,Martin,R,R,08,03,1991
575348,Jose,Rosario,R,R,11,29,1991
594911,Jason,Markovitz,L,L,08,27,1988
570266,Nevri,Jimenez,B,R,03,23,1991
570267,Domingo,Santana,R,R,08,05,1992
570264,Eladio,Berroa,B,R,02,02,1991
570265,Edwin,Esquea,R,R,09,11,1991
570262,Francisco,Dicen,R,R,09,09,1990
570263,Yari,Sosa,R,R,09,30,1990
570260,Rafael,De La Cruz,R,R,07,29,1991
570261,Yoldi,Sierra,L,L,04,26,1992
572800,Bo,Davis,R,R,08,28,1985
572801,Manuel,De La Cruz,L,L,05,08,1990
572803,Brad,Decater,R,R,12,28,1988
572804,Cody,Decker,R,R,01,17,1987
572807,Charles,Delk,R,R,12,17,1985
572809,Clinton,Dempster,L,L,08,29,1989
519106,Michael,Parker,R,R,02,28,1985
543159,Lee,Fischer,R,R,07,31,1986
470390,Alvis,Ojeda,R,R,9,23,1983
115732,Todd,Helton,L,L,8,20,1973
542612,Francory,Pineda,R,R,05,25,1989
542667,Freddy,Rodriguez,R,R,12,01,1990
542610,Manuel,Garcia,B,R,03,08,1989
542611,Carlos,Galvez,L,L,04,26,1990
542616,Adner,Ruiz,L,L,04,01,1989
542617,Jose,Tineo,R,R,08,29,1990
542614,Jhon,Rodriguez,R,R,07,18,1990
542666,Abraham,Ramirez,R,R,10,17,1990
542618,Alvin,Acosta,R,R,06,12,1990
542619,Gino,Moranci,L,L,01,27,1990
218994,Pat,Daneker,R,R,1,14,1976
515588,Esteban,Aguilar,R,R,12,12,1986
488914,Brandon,Grabham,R,R,01,30,1986
511488,Yosandy,Ibane,R,R,3,4,1982
542662,Juan,Garcia,R,R,03,27,1989
430917,Mike,Fontenot,L,R,6,09,1980
593789,Carlos,Sosa,R,R,9,6,1991
430913,Brad,Hennessey,R,R,2,07,1980
430912,Matt,Cain,R,R,10,01,1984
430911,David,Aardsma,R,R,12,27,1981
456068,Miguel,Gonzalez,R,R,5,27,1984
456067,Andrew,Polonia,B,R,11,29,1985
456066,Wascar,Severino,R,R,8,01,1986
456065,Jose,Martinez,R,R,1,24,1986
456063,Jose,Ramirez,R,R,3,12,1985
594870,Trevor,Johnson,L,L,07,29,1988
453541,Ben,Harrison,R,R,9,18,1981
453540,O. D.,Gonzalez,R,R,9,12,1984
523253,Logan,Forsythe,R,R,01,14,1987
502470,Matthew,McCullen,R,R,1,22,1983
502477,Lee,Tabor,L,L,12,17,1984
