MLBAM,First,Last,Bats,Throws,M,D,Y
516757,Jose,Severino,R,R,08,13,1989
518914,Leon,Landry,L,R,09,20,1989
518915,Jake,Lane,R,R,06,12,1985
502292,Joey,Wong,L,R,04,12,1988
502293,Sean,Land,L,L,9,27,1984
518918,Ben,Lasater,R,R,05,25,1984
518919,Daniel,Latham,R,R,09,05,1984
502296,James,Barksdale,L,L,5,07,1985
503450,Luis,Ramirez,R,R,5,03,1988
502294,Thomas,Giles,L,L,8,28,1983
502295,Scott,Migl,R,R,09,01,1987
501543,Jairo,Valdez,R,R,11,06,1988
467792,Isaias,Velasquez,,,7,05,1988
452098,Brian,Fryer,R,R,8,16,1982
452096,Darren,Ford,R,R,10,01,1985
467795,Fausto,Peguero,B,R,12,29,1987
452094,Brian,Flores,L,L,01,01,1985
452095,Tyler,Flowers,R,R,1,24,1986
452092,Juan,Figueroa,L,L,12,09,1981
452093,Ryan,Finan,L,R,1,05,1982
452090,Bill,Edwards,R,R,3,26,1981
573609,Tyler,Oakes,R,R,11,08,1986
573608,Daniel,DeGeorge,R,R,02,19,1987
521769,George,Biddle,L,R,02,12,1985
521768,Victor,Jorge,R,R,05,18,1987
573600,Cody,Hams,L,L,11,23,1989
445612,Dale,Thayer,R,R,12,17,1980
572956,Mark,Jones,R,R,08,29,1990
572957,Richard,Jones,L,R,01,31,1988
572954,Kevin,Johnson,L,L,12,03,1987
457988,Thomas,Collaro,R,R,4,04,1983
572953,Cale,Johnson,R,R,08,26,1987
467798,Jose,Tabata,R,R,8,12,1988
445661,Michael,McNutt,R,R,10,18,1979
477218,Liam,Ohlmann,R,R,09,15,1986
445667,Pat,Magness,L,R,1,19,1978
445666,Henry,Bonilla,R,R,8,16,1978
471110,Juan,Jean,L,R,9,14,1985
571974,John,Murphy,B,R,05,13,1991
471112,Jose,Martes,L,L,12,23,1985
571976,William,Myers,R,R,12,10,1990
571971,Luis,Munoz,R,R,10,10,1991
471115,Miguel,Montan,R,R,11,4,1985
571972,Stewart,Munroe,R,R,08,28,1987
488744,Dee,Brown,R,R,10,21,1982
500249,Yeurys,Tejeda,R,R,2,24,1988
445269,Yoeli,Florentino,R,R,10,03,1985
445268,TJ,Stanton,L,R,5,4,1981
457462,Ryan,Meyers,L,R,7,17,1985
474544,Eric,Wordekemper,R,R,8,08,1983
111838,Paul,Byrd,R,R,12,03,1970
547379,Roberto,Perez,R,R,12,23,1988
547372,Jesus,Duenas,R,R,08,11,1987
430841,Colter,Bean,R,R,1,16,1977
430840,Luis A.,Gonzalez,R,R,6,26,1979
547374,Vanny,Valenzuela,R,R,08,14,1987
430842,Lino,Urdaneta,R,R,11,20,1979
441819,Brooks,Badeaux,B,R,10,20,1976
489108,Michael,Meagher,L,L,09,24,1984
494686,Fernando,Martinez,L,R,10,10,1988
542310,Jose,Fermin,R,R,09,16,1990
446084,William,Paganetti,R,R,7,23,1983
446087,Travis,Becktel,R,R,4,03,1983
450829,Thomas,Atlee,R,R,8,06,1979
446081,Kevin,Guyette,R,R,12,03,1982
446082,Madison,Edwards,L,R,9,01,1983
446083,Dustin,Miller,R,R,3,09,1983
450825,Callix,Crabbe,B,R,2,14,1983
450824,Gary,Harris,L,R,9,09,1979
434700,Kenny,Rayborn,R,R,11,22,1974
434701,Franquelis,Osoria,R,R,9,12,1981
450821,Kevin,Randel,L,R,6,11,1981
446089,Kyle,Larsen,L,L,6,30,1983
434704,Delwyn,Young,B,R,6,30,1982
434705,Jason,Repko,R,R,12,27,1980
519205,Mason,Roberts,R,R,12,11,1985
519204,Joshua,Roberts,R,R,05,12,1984
519201,Beau,Riportella,R,R,08,20,1988
453329,Clay,Buchholz,L,R,8,14,1984
453328,Patrick,Bresnehan,R,R,4,23,1985
453327,Matt,Antonelli,R,R,4,08,1985
453326,Keith,Weiser,R,L,9,21,1984
519209,Tanner,Robles,L,L,02,24,1989
519208,Clint,Robinson,L,L,02,16,1985
453321,Ryan,Turner,R,L,02,08,1985
502124,Steven,Richard,R,R,3,07,1985
502125,Tyler,Colvin,L,L,9,05,1985
444534,Mike,Richardson,R,R,7,11,1979
502127,Brett,Bigler,L,L,10,16,1984
502120,Travis,Barnett,R,R,10,02,1983
502122,Clifford,Andersen,L,R,7,04,1970
444531,Steve,Baker,R,R,4,20,1980
502128,Eduardo,Chile,R,R,2,06,1984
578731,Javier,Mendez,R,R,6,10,1987
504603,Mervin,Gonzalez,R,R,3,16,1989
504350,Jose,Penaloza,R,R,6,28,1988
460279,Joseph,Muro,R,R,2,16,1984
460278,Matthew,Minor,R,R,9,20,1982
504355,Lyndon,Poole,R,R,8,30,1986
504354,A. J,Anthony,R,R,5,26,1984
503652,Brady,Martinez,R,R,12,21,1982
460273,Mark,Jecmen,R,R,2,16,1983
425514,Heath,Bell,R,R,9,29,1977
460271,Devin,Ivany,R,R,7,27,1982
425511,Prentice,Redman,R,R,8,23,1979
425510,Francisco,Cruceta,R,R,9,13,1987
425513,Craig,Brazell,L,R,5,10,1980
460274,Tyler,Lumsden,L,L,5,09,1983
453222,Scott,Carroll,R,R,09,24,1984
453223,David,Cash,B,R,11,22,1985
446662,Alexander,Peralta,R,R,12,27,1984
453221,Randy,Boone,R,R,08,06,1984
446665,Yamber,Rodriguez,R,R,2,03,1985
456304,Gustavo,Federico,R,R,,,
544773,Brandon,Drespling,R,R,12,09,1984
544772,Pedro,Ramos,L,L,08,31,1989
453228,Jason,Donald,R,R,9,04,1984
544770,Carlos,Pena,R,R,08,31,1987
544774,Jose,Garcia,R,R,03,05,1991
519348,Daniel,Thomas,R,R,02,10,1986
519349,Devin,Thomas,B,R,02,22,1985
501544,David,Prieto,R,R,7,17,1986
448794,Cameron,Blair,R,R,10,27,1982
519340,Brandon,Taylor,L,L,05,26,1986
519341,Randall,Taylor,R,R,05,23,1985
519342,Londell,Taylor,R,R,09,13,1988
519343,Matthew,Teague,R,L,12,14,1984
115803,Felix,Heredia,L,L,6,18,1975
519345,Joseph,Terdoslavich,B,R,09,09,1988
519346,Eric,Thames,L,R,11,10,1986
522848,Skyler,Stromsmoe,B,R,03,30,1984
458700,Brandon,Harrigan,R,R,01,26,1985
543896,Stosh,Wawrzasek,R,R,08,30,1990
458702,Derrick,Gordon,B,L,10,16,1983
110129,Manny,Alexander,R,R,3,20,1971
545152,Khol,Nanney,R,R,10,29,1984
453023,Craig,Stinson,R,R,08,22,1983
571513,Jason,Braun,R,R,11,24,1986
571512,Matthew,Branham,R,R,09,28,1987
571511,Brett,Brach,R,R,03,29,1988
579761,Edgar,Ferreira,L,L,10,15,1992
458705,Zachary,Ward,R,R,1,14,1984
545398,Bob,McEwen,R,R,08,25,1984
458498,Ryan,Prahm,R,R,5,7,1979
477477,Fabian,Lopez,L,R,,,
500292,Ivan,Villaescusa,B,R,10,13,1986
456075,Crucito,Moreno,R,R,5,03,1988
458494,Anthony,Pluta,R,R,10,28,1982
458496,Travis,Ezi,B,L,9,05,1981
542549,Francisco,De Los Santos,R,R,08,15,1990
112681,Francisco,Cordova,R,R,4,26,1972
430669,Josh,Kroeger,L,L,8,31,1982
430668,Scott,Hairston,R,R,5,25,1980
464354,Carlos,Gonzalez,R,R,3,10,1986
430661,Dustin,McGowan,R,R,3,24,1982
464359,Miguel,Marrero,R,R,2,04,1986
430663,Brian,Bruney,R,R,2,17,1982
430665,Brandon,Medders,R,R,1,26,1980
430664,Casey,Daigle,R,R,4,04,1981
430667,Jerry,Gil,R,R,10,14,1982
430666,Phil,Stockman,R,R,1,25,1980
120042,Luis,Ordaz,R,R,8,12,1975
120047,Kevin,Orie,R,R,9,01,1972
120045,Rey,Ordonez,R,R,1,11,1971
120044,Magglio,Ordonez,R,R,1,28,1974
499659,Hunter,Davis,R,R,07,25,1981
593359,Fernando,Pujadas,R,R,1,2,1992
593358,Victor,Castro,R,R,1,10,1992
505552,Juan,De Jesus,L,L,2,08,1988
593351,Juan,Nova,R,R,10,7,1991
593350,Oswaldo,Morales,R,R,7,8,1991
593353,Gregorio,Minier,R,R,02,20,1992
593352,Fraiquelin,Garcia,B,R,8,15,1991
593355,Juan,Astacio,R,R,9,29,1992
593354,Jose,Gomez,R,R,12,1,1991
593357,Yeini,Martinez,R,R,11,29,1990
593356,Marvin,Barrios,R,R,09,23,1992
459692,Carlton,Wells,L,L,3,26,1980
445069,T. J.,Burton,R,R,7,30,1983
445066,Ervin,Alcantara,R,R,10,03,1980
445065,Mike,Kobow,R,R,4,9,1979
445064,Juan,Bello,R,R,5,24,1984
400292,Hee-Seop,Choi,L,L,3,16,1979
400291,Dustin,Moseley,R,R,12,26,1981
445060,Carlos,Nolasco,R,R,12,13,1982
511449,Yunesky,Sanchez,B,R,5,3,1984
499479,Reinaldo,Albino,R,R,3,16,1989
453911,Kevin,Thompson,R,R,9,18,1979
489407,Justin,Webb,R,R,11,05,1982
489401,Christopher,Vinyard,R,R,12,15,1985
489400,Ryan,Verdugo,L,L,04,10,1987
489403,Chad,Wagler,R,R,9,11,1983
506920,Brian,Chambers,R,R,08,14,1985
453919,Bryan,Edwards,R,R,8,21,1979
499473,Rhonny,Acosta,R,R,12,04,1988
489409,Nate,Weidenaar,R,R,12,14,1986
455016,Orlando,Cruz,R,R,10,05,1981
506927,Jack,Rye,L,L,03,08,1986
518834,Sal,Iacono,R,R,03,04,1985
502137,Andrew,Cruse,R,R,5,31,1984
425426,Chien-Ming,Wang,R,R,3,31,1980
518129,Jonathan,Rodriguez,R,R,12,13,1988
518128,Melvin,Croussett,L,L,12,28,1988
489102,Cole,McCurry,L,L,09,25,1985
469850,Lewis,Moya,R,R,12,29,1985
501537,Pedro,Chavez,B,R,5,01,1988
594731,Daniel,Adamson,R,R,09,15,1987
501535,Victor,Estanislao,R,R,3,06,1987
592000,Jose,Rodriguez,R,R,12,30,1992
501532,Humberto,Hodge,R,R,11,06,1987
501533,Maxel,Fortuna,R,R,8,03,1988
572729,James,Brandhorst,R,R,08,26,1987
572728,Michael,Brady,R,R,03,21,1987
501659,Abraham,Almonte,B,R,6,27,1989
501658,Roney,Calderon,L,R,12,06,1987
572725,David,Born,L,L,06,07,1986
501656,Dickson,Marquez,R,R,4,19,1986
572726,Tyler,Bortnick,R,R,07,03,1987
501653,Richard,Martinez,,,7,19,1988
429684,Ben,Kozlowski,L,L,8,16,1980
501651,Raudy,Sandoval,R,R,5,04,1985
501650,Lowuin,Sacramento,R,R,9,04,1987
499382,Manny,Ayala,R,R,11,06,1984
434958,Sean,Green,R,R,4,20,1979
597636,Miguel,Bolivar,R,R,01,24,1992
597631,Adam,Dedeaux,L,L,07,01,1986
112128,Juan,Castro,R,R,6,20,1972
596859,Jose,Sanchez,L,L,04,20,1989
596858,Jordan,Roualdes,L,L,09,04,1987
122803,Kelly,Stinnett,R,R,2,04,1970
596855,Jeff,Taylor,R,R,06,14,1988
596857,Nick,Rodgers,R,R,10,02,1987
596856,Brennon,Martin,L,L,05,05,1987
596851,Ty,Kelley,R,R,08,18,1988
596850,Jonathan,Santana,R,R,05,28,1988
596853,Tyler,Gatrell,R,R,08,27,1987
596852,Rudy,Brown,L,L,06,16,1988
572897,ZeErika,Hall,R,R,06,29,1988
456899,Jon,Link,R,R,3,23,1984
572893,Shawn,Griffith,R,R,05,24,1987
572892,Casio,Grider,R,R,08,17,1987
459459,Zach,Schreiber,R,R,6,24,1982
459458,Jeffrey,Schoenbachler,L,L,9,13,1985
594985,Benjamin,Rowen,R,R,11,15,1988
459456,Jay,Sawatski,L,L,5,07,1982
459455,Adam,Rowe,L,L,1,24,1982
456891,Tim,Sabo,R,R,2,06,1984
456896,Timi,Moni,R,R,6,11,1982
459452,Matthew,Righter,R,R,8,07,1981
456894,Matthew,Falk,L,R,8,25,1984
456895,Timothy,Grogan,L,R,3,30,1984
591678,Miguel,Brito,R,R,9,11,1992
591679,Diego,Mina,R,R,10,13,1992
570909,Marlon,Claveria,R,R,08,30,1990
451202,Aaron,Jensen,R,R,6,11,1984
451203,Anderson,Delarosa,R,R,8,01,1984
451200,Richie,Gardner,R,R,2,01,1982
591673,Jose,Flores,R,R,12,31,1992
451206,Jonathan,Barratt,R,L,3,19,1985
451207,Emerson,Frostad,L,R,1,13,1983
451204,Chris,Hunter,R,R,12,12,1980
451205,Mitchell,Zamojc,L,R,12,21,1981
441395,Samuel,Walton,L,L,12,01,1978
446874,Patrick,Scalabrini,R,R,3,07,1977
446877,Jared,Trout,R,R,1,15,1982
113330,Einar,Diaz,R,R,12,28,1972
446871,Jaime,Trejo,R,R,9,07,1983
446870,Lennyn,Morillo,R,R,07,19,1983
446872,Mark,Schramek,L,R,6,02,1980
597453,Andrew,Berger,R,R,11,24,1987
431229,Richard,Stahl,R,L,4,11,1981
446879,Michael,Wagner,R,R,9,13,1981
446878,Kellen,Ludwig,R,R,11,19,1982
122497,J.T.,Snow,L,L,2,26,1968
456092,Edgar,Baez,R,R,2,16,1983
456093,Juan,Aponte,R,R,2,03,1988
456090,Anthony,Rivera,R,R,7,19,1984
543919,Josh,Whitlock,R,R,03,12,1986
489107,Cory,Meacham,R,R,7,31,1984
502562,Chris,Jensen,L,R,5,23,1983
456098,Allen,Baxter,R,R,7,06,1983
456099,Greg,Sain,R,R,12,26,1979
502359,Adam,Schaecher,R,R,1,22,1984
502358,Tyler,Sanford,R,R,06,10,1987
407378,Tony,Torcato,L,R,10,25,1979
572720,Tyler,Bighames,R,R,04,12,1991
407377,Mike,Koplove,R,R,8,30,1976
407376,Dewon,Brazelton,R,R,6,16,1980
502357,Rafael,Sanchez,L,R,8,01,1986
502356,Tyler,Robertson,L,L,12,23,1987
502355,Sean,Rooney,B,R,4,12,1986
280062,Mike,Bell,R,R,12,7,1974
280061,Corky,Miller,R,R,3,18,1976
467544,Avelino,Asprilla,R,R,1,01,1981
542906,Tom,Baldridge,L,L,08,18,1986
115475,Tim,Harikkala,R,R,7,15,1971
500287,Enmanuel,Ventura,R,R,11,19,1987
544255,Enrique,Lechuga,L,L,06,06,1986
451678,Andy,Torres,R,R,4,12,1978
425507,Fernando,Cabrera,R,R,11,16,1981
548309,Raynor,Campbell,R,R,07,15,1987
123609,Javier,Valentin,B,R,9,19,1975
574008,Dennis,Accomando,L,L,07,16,1987
451670,Jared,Thomas,L,L,7,28,1980
548300,Chris,Wallace,R,R,04,27,1988
542903,Dwayne,Bailey,B,R,08,11,1986
595175,Kevin,Decker,R,R,02,24,1988
595174,Johnathan,DeBerry,R,R,07,22,1988
542900,Joe,Babrick,R,R,12,07,1989
468936,Melvin,Dorta,R,R,1,15,1982
465107,J.  B.,Diaz,R,R,6,9,1983
543689,Daniel,Richardson,R,R,03,21,1985
434579,Steven,Shell,R,R,3,10,1983
434578,Joe,Saunders,L,L,6,16,1981
543682,Miles,Reagan,R,R,11,16,1990
543683,Jon Michael,Redding,R,R,11,16,1987
491381,Richie,Daigle,R,R,9,09,1982
491380,Josh,Howard,R,R,4,06,1983
461407,Todd,Stein,L,L,6,9,1981
469188,Agustin,German,R,R,12,13,1985
469189,Jesus,Rojas,B,R,7,16,1986
435158,Keiichi,Yabu,R,R,9,28,1968
461402,Derek,Michaelis,L,L,12,2,1978
461401,Michael,Davies,L,L,3,29,1981
493120,Kosuke,Fukudome,L,R,4,26,1977
435626,Clay,Timpner,L,L,5,13,1983
469183,Jhonatan,Batista,R,R,1,15,1988
435624,John,Bowker,L,L,7,08,1983
469181,Jose,Mendez,R,R,11,10,1987
435622,Ian,Desmond,R,R,9,20,1985
435623,Kevin,Frandsen,R,R,5,24,1982
435620,Jack,Taschner,L,L,4,21,1978
461408,Zack,Sterner,R,R,11,07,1985
457855,Andrew,Weimer,R,R,3,20,1981
457854,Anthony,Tomey,R,R,8,17,1981
457856,Kelly,Hunt,R,R,4,15,1981
457850,Kory,Casto,L,R,12,08,1981
457853,Steve,Doetsch,R,R,12,02,1983
468850,Cupertino,Leon,R,R,09,18,1979
457859,Randy,Ruiz,R,R,10,19,1977
457858,Rich,Rundles,L,L,6,03,1981
468859,Roberto,Barradas,R,R,12,20,1979
468858,Isaias,Rincon,R,R,3,13,1979
466986,Toni,Lara,L,L,1,31,1984
595351,Ethan,Paquette,R,R,03,12,1988
595350,Daniel,Ottone,R,R,01,26,1988
466983,Fabio,Castro,L,L,1,20,1985
541642,Gino,Aguirre,R,R,09,12,1990
466981,Rotsen,Gil,B,R,3,2,1984
595359,Matt,Perry,L,R,07,17,1987
541643,Carlos,Alvarez,R,R,01,15,1991
466989,Juan,Olivares,R,R,8,2,1984
466988,Emilio,Bonifacio,R,R,4,23,1985
446416,Ryan,Wehrle,R,R,05,31,1985
446414,Francis,Meade,R,R,09,27,1985
446413,Michael,McGuire,R,R,06,29,1986
446411,Seth,Loman,B,R,12,16,1985
463751,Moises,Melendez,L,L,8,04,1986
463750,Danny,Guilarte,B,R,2,22,1986
463752,Drew,Naylor,R,R,5,31,1986
136920,Brian,Sikorski,R,R,7,27,1974
429667,Ryan,Howard,L,L,11,19,1979
464296,Elvis,Cruz,R,R,11,23,1983
464299,Eugenio,Velez,B,R,5,16,1982
592663,Jacob,Realmuto,R,R,03,18,1991
429663,Chris,Burke,R,R,3,11,1980
518505,Matthew,Brown,B,R,02,21,1985
488807,Ryan,Crew,R,R,8,31,1983
452328,Kevin,Rival,R,R,11,27,1979
433877,Abe,Alvarez,L,L,10,17,1982
433876,Jesus,Gavia,R,R,9,06,1971
452322,Daigoro,Rondon,R,R,11,04,1986
452325,Josh,Holden,L,L,12,10,1980
452326,Omar,Poveda,R,R,9,28,1987
593984,Ronald,Bueno,B,R,10,4,1992
593633,Victor,Payano,L,L,10,17,1992
593630,Ariel,Mercedes,B,R,10,15,1991
593631,Pedro,Rondon,R,R,4,30,1992
593636,Guy,Edmonds,R,R,1,1,1950
593981,Carlos,Ramos,R,R,11,4,1990
593634,David,Perez,R,R,12,20,1992
593983,Junior,Soto,R,R,9,27,1991
466947,Carlos,Rodriguez,B,R,10,4,1983
593638,Christopher,Garia,B,R,12,16,1992
530603,Carlos,Ibarra,L,R,8,6,1983
593988,Jose,Medina,R,R,9,24,1992
593989,Julio,Sanchez,R,R,9,28,1991
592583,Connor,Narron,B,R,11,12,1991
467827,Gerardo,Parra,L,L,5,06,1987
120387,William,Pennyfeather,R,R,5,25,1968
592587,Rafael,Neda,R,R,10,12,1988
466945,Roberto,Medina,R,R,11,09,1982
524588,Hector,Alvarez,B,R,01,25,1987
467825,Donis,De La Cruz,L,R,2,25,1987
467824,Winfild,Weller,L,R,3,15,1986
500288,Felix,Ventura,R,R,4,27,1984
488787,Casey,Coleman,L,R,07,03,1987
467822,Joel,Ramos,L,R,2,14,1987
542249,Melido,Perez,L,R,10,22,1990
450671,David,Scott,L,R,3,29,1985
466948,Jean,Machi,R,R,2,01,1983
450675,Shannon,Wirth,R,R,5,27,1984
450678,Hunter,Harrigan,R,R,4,17,1983
542240,Sammy,De Los Santos,R,R,12,09,1989
542242,Hector,Mayora,R,R,06,22,1989
542245,Enyelberth,Pena,R,R,09,08,1990
542244,Ruben,Felix,R,R,08,28,1988
542247,Yinio,Calderon,R,R,11,16,1990
463718,Erick,Pineda,,,5,28,1987
462406,Matt,Rico,R,R,10,08,1981
462405,Brooks,Conrad,B,R,1,16,1980
462402,Christopher,Farley,R,R,2,24,1983
462403,Jason,Scobie,R,R,9,01,1978
543059,Zack,Cox,L,R,05,09,1989
462408,Jay,Caligiuri,R,R,3,29,1980
493524,Will,Mann,R,R,6,20,1984
468327,Norm,Martel Jr,L,R,8,4,1978
543058,Tyler,Cox,R,L,04,19,1986
491626,Edison,Moronta,R,R,7,05,1987
592768,James,Sneed,L,L,02,21,1992
124605,Jaret,Wright,R,R,12,29,1975
124604,Jamey,Wright,R,R,12,24,1974
592762,Leslie,Smith,L,R,12,24,1989
460131,Brian,Bogusevic,L,L,2,18,1984
460133,Bradley,Boyer,L,R,10,04,1983
460134,James,Brettl,L,L,2,21,1984
542309,Jose,Torres,R,R,04,18,1991
542305,Joel,Tamares,R,R,08,13,1990
542306,Harold,Guerrero,L,L,05,21,1990
542307,Juan,Pie,L,L,07,17,1990
542300,Euris,Quezada,R,R,04,06,1989
542301,Juancito,Martinez,R,R,06,10,1989
542302,Arturo,Santana,R,R,02,01,1990
542303,Marcell,Ozuna,R,R,11,12,1990
458007,Wilkin,Rodriguez,L,L,9,5,1982
458006,Matt,Albers,L,R,1,20,1983
458005,Garth,McKinney,R,R,5,07,1982
454435,Sung Ki,Jung,R,R,08,06,1979
458003,Blake,Hawksworth,R,R,3,01,1983
458002,Chris,Colton,R,R,9,21,1982
458001,Sean,Smith,R,R,10,13,1983
458000,Terry,Evans,R,R,1,19,1982
458008,Humberto,Sanchez,R,R,5,28,1983
505491,Alexis,De La Rosa,R,R,5,04,1985
448722,Juan,Perez,R,L,2,10,1981
448720,Juan,Francia,B,R,1,04,1982
448726,Matthew,Scanlon,L,R,6,19,1978
456533,Michael,Cooper,R,R,1,29,1984
456532,Lorenzo,Church,R,R,8,16,1986
456535,Patrick,Cottrell,R,R,3,16,1982
500088,Luis,Polanco,R,R,06,11,1985
454551,Greg,Martin,L,L,4,10,1980
451070,Elvis,Hernandez,R,R,4,27,1985
451073,Randy,Claxton,B,R,7,02,1986
593411,Sterling,Bonilla,R,R,2,26,1992
454555,Adam,Bass,R,R,7,31,1981
454554,Jose,Cortez,B,R,12,15,1980
510631,Hector,Leal,R,R,09,10,1984
454556,Christopher,Klemm,L,L,4,25,1981
451079,Andres,Diaz,B,R,1,06,1985
435378,Chad,Orvella,R,R,10,01,1980
477443,Salvador,Garibay,R,R,,,
450241,Luis,Gonzalez,R,R,11,8,1982
450240,Carlos,Bohorquez,R,R,10,06,1981
520350,Ernesto,Manzanillo,R,R,12,24,1988
450245,Lorvin,Louisa,R,R,2,07,1983
121386,Kenny,Rogers,L,L,11,10,1964
450247,Patrick,O'Brien,R,R,11,20,1980
121384,Jimmy,Rogers,R,R,1,03,1967
450249,Paul,Estrada,R,R,9,10,1982
450248,Milver,Reyes,R,R,9,03,1982
400306,Justin,Wayne,R,R,4,16,1979
544768,Francisco,Rivero,R,R,03,11,1991
473202,Esteban,Gonzalez,L,R,1,19,1984
571708,Andrew,Giobbi,R,R,10,25,1986
458260,Danny,Muegge,L,R,3,06,1981
594959,Blake,Perry,R,R,02,03,1992
445981,Carlos,De La Cruz,L,L,01,08,1984
473208,Julio,Perez,R,R,9,28,1985
473209,Mauricio,Tequida,R,R,2,05,1983
441144,Drew,Niles,B,R,3,17,1977
571707,Robert,Gilliam,R,R,11,29,1987
571705,Jeremy,Gillan,R,R,10,20,1986
444312,Juan,Lara,R,L,1,26,1981
124482,Jay,Witasick,R,R,8,28,1972
457915,Javy,Guerra,R,R,10,31,1985
502382,Kevin,Gunter,R,R,11,05,1983
444317,Cameron,Reimers,R,R,9,15,1978
135784,Placido,Polanco,R,R,10,10,1975
457917,Grant,Hansen,R,R,2,25,1983
135782,Danny,Klassen,R,R,9,22,1975
135783,Ramon,Castro,R,R,3,01,1976
504321,Cesar,Betancourt,R,R,1,28,1987
548089,Jordan,Comadena,R,R,11,16,1985
491623,Daniel,Vasquez,R,R,3,04,1986
502385,Dana,Arrowood,R,R,11,22,1982
553971,Jose,Tablante,L,L,01,18,1992
500717,Edilio,Colina,R,R,10,10,1988
500716,Jorge,Agudelo,R,R,5,30,1989
437565,James,Johnson,B,L,8,07,1976
466479,Carlos,Garcia,R,R,3,27,1987
466478,Pablo,Hernandez,R,R,3,01,1988
491677,Eduardo,Garcia,R,R,2,02,1988
543302,Christopher,Herrmann,L,R,11,24,1987
491675,Erik,Morrison,R,R,10,23,1985
543300,Mitchell,Herold,L,L,06,18,1986
491673,Edulin,Abreu,R,R,8,08,1984
466472,Carmelo,Penaloza,R,R,3,01,1987
543305,Aaron,Hicks,B,R,10,02,1989
466470,Carlos,Dominguez,R,R,10,12,1986
457666,Brett,Bartles,R,R,08,20,1986
502436,Thomas,Hickman,L,L,4,18,1988
553972,Leonel,Vasquez,R,R,02,10,1991
457660,Nolan,Gallagher,R,R,12,20,1985
553975,Luis,Cortez,R,R,01,08,1992
457668,Reid,Fronk,L,R,07,21,1986
553974,Jesus,Alvarado,R,R,11,25,1991
519393,Marcus,Walden,R,R,09,13,1988
542878,Calvin,Anderson,R,R,05,08,1987
542879,John,Anderson,L,L,11,09,1988
553977,Angelo,Echeverria,L,L,01,02,1992
432933,Justin,Echols,R,R,10,06,1980
457918,James,Happ,L,L,10,19,1982
542870,John,Alfaro,R,R,04,28,1988
458567,Andrew,Sonnanstine,L,R,3,18,1983
542876,Luke,Anders,L,L,10,02,1986
542877,Brett,Anderson,R,R,09,03,1990
432934,Christopher,Young,R,R,5,25,1979
455750,Marcus,McBeth,R,R,8,23,1980
455751,Bobby,Livingston,L,L,9,03,1982
455752,Michael,Garciaparra,R,R,4,02,1983
458911,Tom,Cochran,L,L,10,16,1982
458910,Chris,Homer,R,R,3,06,1981
455756,RD,Spiehs,R,R,10,18,1979
458912,James,Casey,R,R,9,22,1984
455758,Michael,Navaroli,R,R,1,16,1980
455759,Chris,Young,R,R,9,5,1983
506714,Carlos,Ortega,R,R,03,20,1989
506713,Emilio,Bejas,L,L,08,30,1989
458918,Adrian,Martin,R,R,9,02,1984
506711,Alesone,Escalante,B,R,08,29,1988
489039,Bobby,LaFromboise,L,L,06,25,1986
518808,Connor,Hoehn,R,R,07,05,1989
464930,Yesson,Berroa,R,R,7,30,1982
464931,Sandy,Nin,R,R,8,13,1980
487839,Jonathan,Esqueda,R,R,01,31,1985
501602,Jackvid,Avila,R,R,3,09,1989
458551,Christopher,Hicks,L,L,11,28,1985
464939,Carlos,Sencion,L,L,11,17,1984
518664,Catlin,Everett,B,R,10,05,1985
463120,Roberto,Mendez,L,R,05,20,1973
456959,Lance,Beus,L,L,3,11,1983
477186,Brandon,Laird,R,R,09,11,1987
518660,Brian,Espersen,R,R,05,18,1986
518661,Hector,Estrella,R,R,12,22,1984
518662,James,Etheridge,R,R,08,12,1984
518669,Alan,Farina,R,R,08,09,1986
456955,Mark,Rodrigues,R,R,04,06,1983
456954,Matthew,Hayes,R,L,3,25,1983
447731,Cory,Stuart,R,R,3,15,1982
447730,Jeramy,Laster,R,R,4,05,1985
447733,Michael,Gardner,R,R,5,23,1981
447732,Heath,Castle,L,L,1,06,1982
447735,Joseph,Wolfe,L,L,10,10,1980
518939,Ozzie,Lewis,R,R,03,21,1986
447737,Junior,Contreras,R,R,1,12,1986
447736,Chris,Dickerson,L,L,4,10,1982
447739,Pedruin,Bautista,R,R,5,12,1984
516959,Giancarlo,De La Cruz,R,R,09,23,1989
518936,Calvin,Lester,B,R,12,23,1983
516777,Dagoberto,Guzman,R,R,05,15,1988
518930,Carlos,Lee,R,R,08,12,1984
516771,Manolin,De Leon,R,R,11,23,1986
518932,Michael,Lehmann,B,R,05,03,1989
453270,Justin,Brashear,L,R,1,19,1985
573623,John,Dao,R,R,12,15,1985
573622,Jonathan,Alia,R,R,12,06,1985
573621,Andrew,Bovich,L,L,08,07,1985
573620,Kable,Hogben,R,R,07,06,1990
573627,Kennys,Vargas,B,R,08,01,1990
453273,Michael,Crotta,R,R,9,25,1984
573625,Brian,Bistagne,R,R,10,13,1987
573624,Zach,See,R,R,11,23,1988
573629,Gary,Helmick,R,R,08,29,1987
573628,Matej,Hejma,R,R,05,04,1990
466061,Raul,Lopez,L,R,09,11,1978
466062,Julio,Valerio,L,L,9,09,1978
521748,Ian,Craze,R,R,11,10,1984
451169,Ryan,Spilman,R,R,8,25,1984
518723,Chaz,Gilliam,R,R,07,08,1988
572970,Chris,Kessinger,R,R,06,05,1986
134002,Ramon,Martinez,R,R,10,10,1972
572972,Brandon,King,R,R,11,14,1990
